row_id,canonical_tag,category,category_name,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top3
I70-066801,zuho_(vega),1,Artist,,,,,Zuho（Vega）,,[]
I70-066802,3.14,1,Artist,,,,,3.14,,[]
I70-066803,3o_c,1,Artist,rae_(raeonxx),rae (raeonxx),,,3o c,,[]
I70-066804,a_(aaaaaaaaaaw),1,Artist,,,,,a（aaaaaaaaaw）,,[]
I70-066805,aenaluck,1,Artist,,,,,,,[]
I70-066806,afei_(sfma3248),1,Artist,,,,,AFEI（SFMA3248）,,[]
I70-066807,afro_(afrodite_ja),1,Artist,prprkirin,prprkirin,,,,,[]
I70-066808,akatsuki_ikki,1,Artist,,,,,acatsuki kki,,[]
I70-066809,akihazama,1,Artist,,,,,アキハザマ,,[]
I70-066810,alex_(sandora),1,Artist,,,,,アレックス（サンドラ）,,[]
I70-066811,alisa_(kuro_no_sakura),1,Artist,boqboq,boqboq,,,アリサ（kuro no sakura）,,[]
I70-066812,amamidare,1,Artist,,,,,,,[]
I70-066813,amano_yo-ki,1,Artist,amano_yoki,amano yoki,,,アマノヨーキ,,[]
I70-066814,amasaka_takashi,1,Artist,,,,,上田皮,,[]
I70-066815,ameiarts,1,Artist,,,,,Ameiarts,,[]
I70-066816,amenomori_howa,1,Artist,,,,,Amenomori howa,,[]
I70-066817,anbasa_(amaneyuz13),1,Artist,,,,,アンバサ（amaneyuz13）,,[]
I70-066818,ao_iro,1,Artist,,,,,ao iro,,[]
I70-066819,arata_ryou,1,Artist,,,,,,,[]
I70-066820,asgr,1,Artist,,,,,ASGR,,[]
I70-066821,ashu,1,Artist,,,,,アシュ,,[]
I70-066822,azbchan1221,1,Artist,,,,,,,[]
I70-066823,azu,1,Artist,,,,,アズ,,[]
I70-066824,bana_(stand_flower),1,Artist,,,,,バナ（花の花）,,[]
I70-066825,buckwheat638478,1,Artist,,,,,,,[]
I70-066826,butsu_menhou,1,Artist,,,,,butsu menhou,,[]
I70-066827,carol0905,1,Artist,,,,,carol0905,,[]
I70-066828,cet_(hajisirazunoko),1,Artist,,,,,,,[]
I70-066829,chibi_(shimon),1,Artist,,,,,チビ（シモン）,,[]
I70-066830,chungmechanic,1,Artist,,,,,Chungmechanic,,[]
I70-066831,clare_(543),1,Artist,,,,,クレア（543）,,[]
I70-066832,cojima,1,Artist,"c0jima,cojimama",c0jima | cojimama,,,コジマ,,[]
I70-066833,cola-alter,1,Artist,cola_alter,cola alter,,,コーラルター,,[]
I70-066834,comichipota,1,Artist,,,,,Comichipota,,[]
I70-066835,crepix,1,Artist,,,,,,,[]
I70-066836,cryturtle,1,Artist,,,,,泣き声,,[]
I70-066837,c-wing,1,Artist,,,,,C-Wing,,[]
I70-066838,cyclops_(lops),1,Artist,"pad_sex_cyclops,ropsu",pad sex cyclops | ropsu,,,,,[]
I70-066839,da_huang,1,Artist,,,,,da Huang,,[]
I70-066840,daiko_(dai1974910),1,Artist,,,,,,,[]
I70-066841,dankashu,1,Artist,diana_shutka,diana shutka,,,,,[]
I70-066842,ddrawins,1,Artist,,,,,,,[]
I70-066843,denchuubou,1,Artist,,,,,denchuubou,,[]
I70-066844,desaku,1,Artist,,,,,desaku,,[]
I70-066845,dkl_(dinosaurkl2),1,Artist,,,,,,,[]
I70-066846,dopeybunni,1,Artist,,,,,,,[]
I70-066847,doubutsunoujyou,1,Artist,kanola,kanola,,,,,[]
I70-066848,dou-t,1,Artist,,,,,ダブル,,[]
I70-066849,draw-till-death,1,Artist,,,,,描画ティル - デース,,[]
I70-066850,ebiri_fy,1,Artist,,,,,ebiri fy,,[]
