canonical,display_ja,decision,risk_class,language_sanity_provenance
oni,鬼,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
onii-shota,お兄ショタ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
onsen,温泉,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ooarai_school_uniform,大洗女子学園,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
oohashi_high_school_uniform,大橋高校の制服,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ookami_mio_(cosplay),大神ミオのコスプレ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
opaque_glasses,不透明な眼鏡,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
open-toe_boots,つま先の開いたブーツ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
open_belt,オープンベルト,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
open_bodysuit,開いたボディスーツ,RELAXED_KEEP_JA,MEDIUM,LANGUAGE_SANITY_UNCHANGED
open_book,開いた本,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
open_bra,オープンブラ,RELAXED_KEEP_JA,MEDIUM,LANGUAGE_SANITY_UNCHANGED
open_cardigan,開いたカーディガン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
open_collar,開いた襟元,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
open_dress,開いたドレス,RELAXED_KEEP_JA,MEDIUM,LANGUAGE_SANITY_UNCHANGED
open_fly,前開き,RELAXED_KEEP_JA,MEDIUM,LANGUAGE_SANITY_UNCHANGED
open_hands,開いた両手,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
open_kimono,開いた着物,RELAXED_KEEP_JA,MEDIUM,LANGUAGE_SANITY_UNCHANGED
open_pants,開いたズボン,RELAXED_KEEP_JA,MEDIUM,LANGUAGE_SANITY_UNCHANGED
