canonical,display_ja,decision,risk_class,language_sanity_provenance
bunny_slippers,バニースリッパ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
buoy,ブイ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
burger,ハンバーガー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
burger_costume,burger・衣装,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
burger_hair_ornament,ハンバーガーの髪の飾り,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
burger_king_crown,タグ「burger king crown」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
burger_malfunction,ハンバーガーの誤動作,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
burger_skater_(idolmaster),バーガースケーター,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
buri_hamachi,ブリ(゚∀゚)ハマチ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
burial_blade,埋葬ブレード,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
buried,砂埋め,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
buried_in_sculpted_sand,砂遊び,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
burmecian,ネズミ族,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
burning,燃える,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
burning_as_one_(umamusume),タグ「burning as one (umamusume)」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
burning_at_the_stake,危機にburningしている,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
burning_building,火事,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
burning_clothes,燃えている服,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
burning_hair,burning・髪,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
burning_love_(phrase),燃える愛（フレーズ）,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
burning_paper,タグ「burning paper」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
burning_photo,タグ「burning photo」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
burning_vehicle,タグ「burning vehicle」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
