canonical,display_ja,decision,risk_class,language_sanity_provenance
stuffed_dinosaur,ぬいぐるみ恐竜,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_dog,ぬいぐるみ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_dolphin,ぬいぐるみイルカ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_dragon,ぬいぐるみドラゴン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_duck,ぬいぐるみ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_eggplant,ぬいぐるみ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_elephant,象のぬいぐるみ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_fish,ぬいぐるみ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_food,ぬいぐるみの食べ物,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_fox,ぬいぐるみキツネ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_gag,塞满堵嘴,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
stuffed_giraffe,ぬいぐるみ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_goat,ぬいぐるみのgoat,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
stuffed_hamster,ぬいぐるみのhamster,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
stuffed_hedgehog,ぬいぐるみのhedgehog,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
stuffed_horse,ぬいぐるみ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_koala,ぬいぐるみコアラ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_lion,ぬいぐるみライオン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_monkey,詰まった猿,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_mouse,ぬいぐるみマウス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_narwhal,ぬいぐるみのnarwhal,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
stuffed_octopus,タコの詰め物,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_orca,ぬいぐるみorca,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
stuffed_otter,ぬいぐるみ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_owl,ぬいぐるみ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_panda,ぬいぐるみパンダ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_pegasus,ぬいぐるみペガサス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_penguin,ぬいぐるみペンギン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_pig,詰め物,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
stuffed_raccoon,ぬいぐるみのアライグマ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
