canonical,display_ja,decision,risk_class,language_sanity_provenance
eastern_dragon_horns,竜角,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
eastern_dragon_tail,竜尾,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
easy_breezy,簡単な,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
eat_me,私を食べて,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
eating_contest,食事コンテスト,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
eating_flower,花を食べる,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
eating_hair,髪を食べる,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
eating_non-food,eating・non・食べ物,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
eavesdropping,盗み聞き,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ebon_dagger,タグ「ebon dagger」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ebony_&_ivory,エボニー&アイボリー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ecchuu_fundoshi,越中ふんどし,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ecdysis,脱皮,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
echo_flower,echo・花,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
eclair_(food),エクレア,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
eclipse,日食,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ecstasy,狂喜,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
edamame,枝豆,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
edel_note,タグ「edel note」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
edelgard_von_hresvelg_(cosplay),edelgard von hresvelg (cosplay),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
edelweiss_(flower),エーデルワイス,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
eden-gumi,エデン組,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
eden_academy_school_uniform,エデンアカデミーユニフォーム,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
eden_gross_cooking_reaction_(meme),eden gross cooking reaction (meme),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
edging_underwear,下着,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
edie_crop_hoodie,エディ作物のパーカー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
edo_tensei,江戸時代,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
edogawa_conan_(cosplay),edogawa conan (cosplay),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
educational,教育,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
edward_elric_(cosplay),エドワード・エルリック（コスプレ）,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
eel,うなぎ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
eel_boy,ウナギの少年,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
eel_girl,ウナギ娘,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
eevee_(cosplay),Eevee（コスプレ）,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
eevee_backpack,イーブイリュック,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
eevee_ears,eevee・耳,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
eevee_tail,eevee・尻尾,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
effects_pedal,エフェクター,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
egasumi,ヱ雲,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
egg_(food),たまご,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
egg_carton,卵パック,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
egg_earrings,eggのイヤリング,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
egg_hair_ornament,卵の髪の飾り,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
egg_implantation,産み付け,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
egg_mobile,エッグモービル,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
egg_print,eggの柄,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
egg_sandwich,たまごサンド,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
egg_tart,エッグタルト,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
egg_yolk,卵黄,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
eggplant_costume,ナスコスチューム,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
eggshell,卵の殻,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
eggshell_hat,卵殻の帽子,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
egosearching,エゴサーチ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
egret_orchid,サギソウ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
egypt,エジプト,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
egyptian_art,エジプトの芸術,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
egyptian_toe,エジプト型,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
egyptian_trend_(meme),egyptian trend (meme),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
ehho_ehho_(meme),エッホエッホ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
ehoumaki,恵方巻き,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ei_ei_mun!,えい、えい、むん!,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
ei_ei_okotta?_(meme),えいえい_おこった?,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
eientei,永遠亭,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
eiffel_tower,エッフェル塔,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
eight-pointed_star,eight・pointed・星,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
