canonical,display_ja,decision,risk_class,language_sanity_provenance
cicada_hug,ウマゼミ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cigar,シガー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cigarette_burn,根性焼き,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cigarette_holder,シガレット・ホルダー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cigarette_kiss,シガーキス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cigarette_pack,タバコパック,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cinder_block,軽量コンクリートブロック,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cinderella_(fairy_tale_character)_(cosplay),cinderella (fairy tale character) (cosplay),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
cinderella_bust,シンデレラバスト,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cinderella_dream_(idolmaster),シンデレラドリーム,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
cinderella_girls_card_parody,シンデレラガールズ風,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cinemagraph,シネマグラフ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cinnamiku_hairstyle,タグ「cinnamiku hairstyle」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
cinnamon_roll,肉桂卷,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cinnamon_stick,シナモンスティック,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cinnamoroll_(cosplay),cinnamoroll (cosplay),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
cinq_association_east_uniform,cinq association eastの制服,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
cinq_association_south_uniform,cinq association southの制服,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
cinq_association_west_uniform,cinq association westの制服,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
circle_censor,円形のcensor,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
circle_cut,サークルカット,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
circle_cutout,円形のcutout,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
circle_formation,百合曼荼羅,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
circle_hands,円形の両手,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
circle_k_sunkus,サークルKサンクス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
circle_print,円形の柄,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
