canonical,display_ja,decision,risk_class,language_sanity_provenance
company_connection,制作会社繋がり,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
company_logo,企業ロゴ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
compass,羅針盤,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
compass_rose,羅針図,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
competition,競争,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
competition_swimsuit,競泳水着,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
compilation,コンピレーション,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
computer,コンピューター,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
computer_keyboard,キーボード,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
computer_mouse,マウス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
condom,コンドーム,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
condom_belt,コンドーム腰みの,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
condom_box,コンドームボックス,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
condom_in_ass,肛門内のコンドーム,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
condom_in_hair,髪にコンドーム,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
condom_in_mouth,口にくわえたコンドーム,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
condom_left_inside,コンドーム残し,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
condom_on_nipples,乳首にコンドーム,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
condom_on_penis,ペニスにコンドーム,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
condom_packet_strip,コンドームパケットストリップ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
