canonical,display_ja,decision,risk_class,language_sanity_provenance
armored_leotard,装甲紧身衣,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
armored_personnel_carrier,装甲車,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
armored_shoes,装甲靴,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
armored_skirt,装甲裙,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
armored_trooper,アーマードトルーパー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
armored_vehicle,装甲車,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
armory,武器庫,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
armpit_carry,提猫式,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
armpit_cutout,脇の下の切り抜き,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
armpit_focus,腋は性器,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
armpit_hair_peek,armpit・髪・覗き見,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
armpit_hold,タグ「armpit hold」,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
armpit_onigiri,脇おにぎり,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
armpit_sex,脇コキ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
armpit_stubble,ジョリ腋,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arms_across_body,両腕・across・身体,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
arms_around_another's_back,後ろの腕,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arms_around_another's_waist,腰の周りの腕,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arms_around_self,両腕の周囲のself,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
arms_between_legs,両腕・間・脚,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arms_bound_above_head,両腕・bound・above・頭,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
arms_on_another's_shoulder,両腕の上の他人の肩,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
arms_on_head,頭の腕,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arms_on_knees,膝の腕,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arms_on_table,テーブル上の腕,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
army,軍,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arona_(blue_archive)_(cosplay),アロナの服,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
arondight_(fate),アロンダイト,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
around_corner,角を曲がって,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
aroused_nosebleed,タグ「aroused nosebleed」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
arowana,アロワナ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arquebus,火縄銃,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arrancar,破面,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arrest,逮捕,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arrow_(jojo),スタンドの矢,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
arrow_cross,arrow・十字架,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
arrow_earrings,矢印のイヤリング,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arrow_hair_ornament,矢の髪の飾り,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arrow_in_body,体の矢印,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arrow_in_head,頭の矢印,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arrow_in_mouth,口の矢印,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arrow_print,矢印の印刷,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arrow_symbol_hair_ornament,方向矢印の髪の飾り,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arrow_tattoo,arrowのタトゥー,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
arrow_through_apple,リンゴを通る矢印,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arrow_through_heart,キューピッドの矢,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ars_almadel_salomonis_(fate),アルス・アルマデル・サロモニス,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
arsene_lupin_iii_(cosplay),Arsene Lupine III（コスプレ）,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
arson,放火,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
art_brush,絵筆,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
art_deco,アールデコ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
art_gallery,ギャラリー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
art_nouveau,ミュシャ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
