canonical,display_ja,decision,risk_class,language_sanity_provenance
hairstyle_connection,髪型合わせ,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
hairstyle_switch,髪型交換,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
hairstyles_of_my_wonderful_wife,素晴らしき嫁の髪型,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
hajimete_no_otsukai,はじめてのおつかい,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
hakama_lift,ハカマリフト,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
hakama_pants,馬乗袴,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
hakama_pull,ハカマプル,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
hakama_removed,ハカマは削除した,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
hakama_short_skirt,ハカマショートスカート,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
hakama_shorts,ハカマショーツ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
haki_(one_piece),覇気,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
hakka_no_togame_(bankai),白霞罸,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
hakugyokurou,白玉楼,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
hakuho_high_school_uniform,白宝高校,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
hakuo_school_uniform,ハクオスクールユニフォーム,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
hakurei_reimu_(cosplay),霊夢コス,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
hakurei_shrine,博麗神社,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
hakuren,ハクレン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
hakuryou_high_school_uniform,hakuryou highの学校制服,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
hakusen_academy_school_uniform,hakusen academyの学校制服,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
hakutaku,白沢,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
halberd,ハルバード,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
halberd_(airship),戦艦ハルバード,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
half-coat,half・コート,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
half-harpy,ハーフハーピィ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
half-jacket,half・ジャケット,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
half-leotard,half・レオタード,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
half-nightmare,ハーフナイトメア,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
half-shirt,ハーフシャツ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
half-skirt,ハーフスカート,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
half-sleeves,タグ「half-sleeves」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
half-soles,ハーフソール,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
half-split_chopsticks,割り箸,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
half-timbered,コロンバージュ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
half-track,ハーフトラック,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
half_chest_guard,half・胸・guard,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
half_crown_braid,タグ「half crown braid」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
half_eye_mask,half・目・マスク,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
half_lotus_position,半跏,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
half_moon,半月,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
half_note,ハーフノート,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
half_rest,半休息,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
half_up_bun,half・上向きのbun,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
half_up_half_down_braid,half・上向きのhalf・下向きのbraid,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
halfling,ハーフリング,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
halftone_dot_(medium),タグ「halftone dot (medium)」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
halftone_outline,halftone・輪郭,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
hallelujah_essaim,ハレルヤ・エサイム,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
hallucination,幻覚,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
hallway,廊下,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
halo_around_horn,haloの周囲のhorn,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
halo_behind_head,halo・behind・頭,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
halo_ornament,halo・飾り,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
halo_removed,ハローが削除されました,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
halter_leotard,halter・レオタード,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ham,ハム,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
hamakaze_(kancolle)_(cosplay),Hamakaze（Kancolle）（コスプレ）,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
hamaya,破魔矢,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
