canonical,display_ja,decision,risk_class,language_sanity_provenance
ribbon-trimmed_choker,リボントリムチョーカー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon-trimmed_coat,ribbon・整えた・コート,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon-trimmed_collar,リボントリムカラー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon-trimmed_corset,ribbon・整えた・コルセット,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon-trimmed_footwear,リボントリミングされた履物,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon-trimmed_gloves,リボントリミンググローブ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon-trimmed_hairband,リボントリミングされたヘアバンド,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon-trimmed_hood,ribbon・整えた・フード,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon-trimmed_jacket,ribbon・整えた・ジャケット,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon-trimmed_kimono,リボントリミングされた着物,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon-trimmed_panties,リボントリムパンティー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon-trimmed_pants,リボントリミングされたズボン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon-trimmed_shirt,リボントリムシャツ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon-trimmed_shorts,リボントリミングされたショートパンツ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon-trimmed_skirt,リボントリムスカート,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon-trimmed_socks,ribbon trimmedの靴下,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon-trimmed_sweater,ribbon・整えた・sweater,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ribbon-trimmed_swimsuit,リボントリミングされた水着,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon-trimmed_vest,リボントリミングされたベスト,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon-trimmed_wrist_cuffs,ribbon・整えた・手首・カフ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon_around_body,リボン・周囲・ボディ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon_bar,リボンバー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon_baton,リボンバトン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon_between_breasts,リボン・間・胸,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon_border,ribbon・枠,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ribbon_cable,タグ「ribbon cable」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ribbon_censor,タグ「ribbon censor」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ribbon_earrings,リボンイヤリング,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon_hair,リボン髪,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon_in_mouth,口の中のリボン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon_legwear,リボンレッグウェア,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribbon_of_saint_george,タグ「ribbon of saint george」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ribbon_print,ribbonの柄,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ribbon_shoes,リボン・靴,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ribboned_xiao_guan,タグ「ribboned xiao guan」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ribs_(food),タグ「ribs (food)」,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rice,ご飯,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rice_(plant),イネ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
rice_bowl,茶わん,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rice_cooker,炊飯器,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rice_on_face,顔にご飯,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rice_paddy,田んぼ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rice_planting,田植え,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rice_porridge,おかゆ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rice_shower_(umamusume)_(cosplay),ライスシャワー（Umamusume）（コスプレ）,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
rickenbacker,リッケンバッカー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rickenbacker_4001,リッケンバッカー4001,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ricocheting,跳ね返り,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ride-on_toy_car,rideの上のtoy・car,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ride_booker,ライドブッカー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rider-tan,ライダー少女,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rider_belt,ライダーベルト,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rider_card,ライダーカード,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rider_gashat,ライダーガシャット,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rider_kick,ライダーキック,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ridewatch,ライドウォッチ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
riding_animal,乗馬動物,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
riding_bicycle,自電車に乗る,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
riding_bird,鳥に乗る,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
riding_boar,乗馬イノシシ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
riding_boots,乗馬ブーツ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
riding_digimon,タグ「riding digimon」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
riding_dinosaur,恐竜乗馬,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
riding_dragon,ドラゴンライダー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
riding_machine,乗馬マシン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
riding_moped,タグ「riding moped」,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
riding_motorcycle,タグ「riding motorcycle」,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
riding_outfit,乗馬キュロット,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
riding_pokemon,ポケモンに乗る,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
riding_roller_coaster,タグ「riding roller coaster」,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
riding_scooter,タグ「riding scooter」,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
riding_shark,サメに乗る,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
riding_tricycle,タグ「riding tricycle」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
riding_vacuum_cleaner,タグ「riding vacuum cleaner」,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rifle_cartridge,ライフル実包,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rigby_the_cat_(meme),rigby the cat (meme),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
rigging,舰装,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
right-hand_drive,右ハンドル,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
right-over-left_kimono,左前,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
right-to-left_comic,右から左へのコミック,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rin's_pendant_(fate),凛のペンダント,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
rina-chan_board,璃奈ちゃんボード,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ring-con,リングコン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ring_(identity)_(project_moon),ring (identity) (project moon),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
ring_(sonic),タグ「ring (sonic)」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ring_box,リングボックス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ring_hair_extensions,リングエクステ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ring_hair_ornament,髪の飾り,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ring_light,指輪・光,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ring_necklace,リングネックレス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ring_of_fire,指輪・of・fire,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ring_of_light_(blue_archive),光の輪（Blue Archive）,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ring_on_every_finger,指輪の上のevery・finger,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ring_pop,指輪・pop,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ring_sidelocks,指輪・sidelocks,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ringer_box,タグ「ringer box」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ringer_t-shirt,リンガーTシャツ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ringing_artifacts,タグ「ringing artifacts」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ringlets,縦ロール,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rinne_sharingan,轮回写轮眼,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rinnegan,輪廻眼,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rio_(blue_archive)_(cosplay),rio (blue archive) (cosplay),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
riot_helmet,riot・ヘルメット,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
riot_police,機動隊,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
riot_shield,ライオットシールド,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ripping,リッピング,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ripple_star,リップルスター,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ripples,波紋,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rise_as_one!_(project_sekai),タグ「rise as one! (project sekai)」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
rito,リト族,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ritual,儀式,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ritual_baton,笏,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rivalry,競争,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
river,川,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
riverbank,川沿い,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rivets,リベット,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
riviere_(necklace),タグ「riviere (necklace)」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
riyo_(lyomsnpmp)_(style),リヨ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
rizu-kyun_(cosplay),rizu-kyun（コスプレ）,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ro-500_(kancolle)_(cosplay),RO-500（Kancolle）（コスプレ）,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
road_bicycle,ロードバイク,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
road_closed_to_vehicles_sign,車両通行止め,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
road_of_radiance_(umamusume),タグ「road of radiance (umamusume)」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
road_sign,道路標識,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
roadblock,どうろふうさ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
roaring,とどろいている,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
roasted_marshmallow,タグ「roasted marshmallow」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
roasted_sweet_potato,焼き芋,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
roasting,炙る,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
robbery,強盗,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
robe_lift,ローブリフト,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
robe_slip,ローブスリップ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
robin_(bird),タグ「robin (bird)」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
robot_animal,ロボット・動物,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
robot_bird,機械的な鳥,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
robot_cat,ロボット・猫,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
robot_dog,ロボット犬,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
robot_dragon,機械竜,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
robot_fish,robot・魚,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
robot_horse,タグ「robot horse」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
robot_sex,ロボットセックス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
robotic_vacuum_cleaner,ルンバ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rock_balancing,ロックバランス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rock_cannon,★ロックキャノン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rock_climbing,ロッククライミング,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rock_garden,枯山水,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rock_paper_scissors,じゃん拳,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rock_type_theme_(pokemon),いわタイプ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
rockabilly,ロカビリー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rocker-chic,ロッカーシック,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rocket,火箭,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rocket_boots,ロケットブーツ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rocket_engine,ロケットエンジン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rocket_launcher,ロケットランチャー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rocket_punch,ロケットパンチ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rocket_ship,ロケット,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rocking_chair,ロッキングチェア,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rocking_horse,木馬,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rocking_school_(idolmaster),ロッキングスクール,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
rocks_glass,タグ「rocks glass」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
rococo_movement,ロココ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rod_of_asclepius,アスクレピオスの杖,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
rod_of_remorse,悔悟の棒,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
roden_shipyards_(eve_online),roden shipyards (eve online),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
roe,魚子,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
