canonical,display_ja,decision,risk_class,language_sanity_provenance
!,!,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
...,省略号,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
1boy,1人の男の子,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
1girl,1人の女の子,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
1other,その他1人,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
2boys,2人の男の子,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
2girls,2人の女の子,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
3boys,3人の男の子,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
3girls,3人の女の子,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
4girls,4人の女の子,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
4koma,4コマ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
5girls,5人の女の子,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
6+girls,6人以上の女の子,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
:3,猫口,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
:<,への字口,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
:d,笑顔,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
:o,Oの字口,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
:p,舌を出した顔,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
;d,ウインクした笑顔,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
>_<,ぎゅっとつぶった目,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
?,きょとんハテナ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
@_@,ぐるぐる目,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
^^^,^^^,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
^_^,にこやかな顔,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
abs,腹筋,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
adapted_costume,アレンジ衣装,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
aged_down,若返り,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ahoge,アホ毛,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
all_fours,四つん這い,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
alternate_breast_size_(larger),胸のサイズ変更（大きめ）,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
alternate_costume,別衣装,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
alternate_hairstyle,別髪型,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
anal,アナル,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
anal_ball_wear,アナルボール着用,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
anal_beads,アナルパール,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
anal_object_insertion,肛門への物体挿入,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
anal_tail,アナル尻尾,RELAXED_TRANSLATE_JA,LOW,LANGUAGE_SANITY_UNCHANGED
androgynous,中性的,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
android,アンドロイド,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
angel_wings,天使の翼,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
anger_vein,怒りマーク,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
angry,怒り,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
animal,動物,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
animal_ear_fluff,動物耳の毛,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
animal_ears,動物の耳,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
animal_print,アニマル柄,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
anime_coloring,アニメ塗り,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
antenna_hair,アンテナ髪,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
anus,肛門,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
apron,エプロン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
aqua_eyes,水色の目,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
aqua_hair,水色の髪,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
areola_slip,輪チラ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arm_at_side,脇に下ろした腕,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arm_behind_back,背中に回した腕,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arm_behind_head,頭の後ろに回した腕,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arm_support,腕で体を支える,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arm_up,腕を上げる,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
armband,腕章,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
armlet,腕輪,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
armor,アーマー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
armpits,脇,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arms_behind_back,背中に回した両腕,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arms_behind_head,頭の後ろに回した両腕,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
arms_up,両腕を上げる,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
artist_name,作者名,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ascot,アスコットタイ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ass,尻,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ass_visible_through_thighs,太ももの隙間から見える尻,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
asymmetrical_legwear,非対称のレッグウェア,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
back,背中,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
backpack,リュック,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
bag,バッグ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ball,ボール,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
bandages,包帯,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
bandaid,絆創膏,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
bar_censor,海苔状の修正バー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
bara,男性同性愛向け（バラ）,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
bare_arms,裸の両腕,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
bare_legs,裸の脚,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
bare_shoulders,肩出し,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
barefoot,裸足,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
baseball_cap,野球帽,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
bat_wings,コウモリの翼,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
bdsm,bdsm,RELAXED_CANONICAL_FALLBACK,LOW,LANGUAGE_SANITY_CANONICAL_FALLBACK
beach,ビーチ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
beads,ビーズ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
beard,ひげ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
bed,ベッド,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
bed_sheet,シーツ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
bell,ベル,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
belt,ベルト,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
belt_buckle,ベルトのバックル,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
bent_over,前かがみ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
beret,ベレー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
between_breasts,胸の間,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
