canonical,display_ja,decision,risk_class,language_sanity_provenance
3;,3;,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
3_3,3の目,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
3d_glasses,3Dメガネ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
3dio,3dio,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
3rd_live_tour_try_tri_unity!!!,蓮ノ空3rd,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
404_(girls'_frontline),タグ「404 (girls' frontline)」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
404_logo_(girls'_frontline),404ロゴ（女の子の最前線）,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
40mm_grenade,タグ「40mm grenade」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
416_day,416の日,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
4th_live_dream_~bloom_the_dream_believers~,蓮ノ空4th石川Day1,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
4th_match_flame_(e.g.o),4th match flame (e.g.o),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
5-string_bass_guitar,タグ「5-string bass guitar」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
500_dollar_four_foot_tall_mareep_(meme),500ドル4フィート背の高いマリープ（ミーム）,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
501st_joint_fighter_wing,501st・joint・fighter・翼,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
501st_joint_fighter_wing_(emblem),タグ「501st joint fighter wing (emblem)」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
502nd_joint_fighter_wing,ブレイブウィッチーズ(部隊),RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
5koma,5コマ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
5th_live_tour_~4pair_power_spread!!!!~,蓮ノ空5th東京Day1,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
6+others,6+その他,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
666,666,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
67_(meme),シックスセブン,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
69_(meme),69 (meme),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
6_9,ガチャ目,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
6koma,6コマ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
6th_live_dream_~bloom_garden_party~,蓮ノ空6th福岡Day1,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
7-string_guitar,タグ「7-string guitar」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
777,777,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
777_(nikke),777(勝利の女神:NIKKE),RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
7_colored_flowers_(deltarune),7色の花,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
8-ball,8ボール,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
8-bit,8ビット,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
9/11,911テロ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
9a-91,9a-91,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
9s_(nier:automata)_(cosplay),9s (nier:automata) (cosplay),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
:i,ふくれっ面,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
:s,:s,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
:v,:v,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
:|,平嘴,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
;(,;(,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
;/,;/,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
;<,;<,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
;>,;>,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
;i,;i,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
;t,;t,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
;|,;|,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
<o>_<o>,黒目がち,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
>3<,>3<,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
>:(,烦躁,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
>:p,>:p,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
>_o,> o,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
?_block,?ブロック,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
@_(symbol),タグ「@ (symbol)」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
\(^o^)/,タグ「\(^o^)/」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
\\//,\\//,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
\n/,コルナ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
\o/,抬双手庆贺,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
^3^,^3^,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
^q^,^q^,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
^v^,^v^,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
a-10_thunderbolt_ii,1つの10・thunderbolt・ii,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
a-line_dress,1つのline・ドレス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
a-pose,Aポーズ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
a-rise,1つのrise,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
a2_(nier:automata)_(cosplay),a2 (nier:automata) (cosplay),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
a5m,九六式艦上戦闘機,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
a6m_zero,ゼロ戦,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
a7m_reppuu,烈風,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
a_baoa_qu,ア・バオア・クー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
a_certain_high_school_gym_uniform,a certain high school gymの制服,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
a_certain_high_school_uniform,特定の高校の制服,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
a_flat_chest_is_a_status_symbol,貧乳はステータス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
a_grim_reminder,その日人類は思い出した,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
a_katakana_sign_(sarazanmai),タグ「a katakana sign (sarazanmai)」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
a_world_underneath,1つのworld・underneath,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
aa-12,aa-12,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
aac_honey_badger,ハニーバジャー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
abacus,そろばん,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
abandoned,荒废场地,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
abbreviated_karakusa,略語されたカラクーサ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
abdomen_tail,abdomen・尻尾,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
abduction,アブダクション,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
abhaya_mudra,施無畏印,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
abigail_williams_(fate)_(cosplay),アビゲイル・ウィリアムズ（運命）（コスプレ）,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
ability_card_(touhou),アビリティカード,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
abortion_mark,堕胎マーク,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
above-cleavage_cutout,above・胸の谷間・cutout,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
above_clouds,雲の上,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
abs_cutout,ABSカットアウト,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
abs_peek,abs・覗き見,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
absolut_vodka,アブソルートウォッカ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
absolute_(nikke),タグ「absolute (nikke)」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
absolute_cinema_(meme),absolute cinema (meme),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
absolutely_everyone,絶対にみんな,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
absolution_(genshin_impact),absolution (genshin impact),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
absorbing,吸収,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
abstract,アブストラクト,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
abstract_background,抽象背景,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
absurdly_detailed_composition,ごちゃごちゃ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
aburaage,油揚げ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
abuse,リンチ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
abydos_high_school_logo,abydos high schoolのロゴ,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
abydos_high_school_swimsuit,abydos high schoolの水着,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
abyssal_ship_transformation,深海棲艦化,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
academic_test,試験,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
academy_city,学園都市,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
acceptor,アクセプター,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
accessory_tan,アクセサリータン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
accidental_kiss,事故チュー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
accidental_touch,タグ「accidental touch」,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
accordion,アコーディオン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
accurate_ballet,タグ「accurate ballet」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
accurate_lolita_coord,タグ「accurate lolita coord」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ace_of_clubs,クラブのエース,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ace_of_diamonds,ダイヤモンドのエース,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ace_of_spades,スパディル,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
achievement_unlocked,実績のロックが解除されました,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
achiga_school_uniform,アチガスクールユニフォーム,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
achilles_tendon,アキレス腱,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
acid,酸,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
acid_graphics,タグ「acid graphics」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
acid_trip,酸トリップ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ackchyually_(meme),ackchyually (meme),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
acog,タグ「acog」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
acorn_(palico_armor),タグ「acorn (palico armor)」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
acorn_hair_ornament,ドングリの髪の飾り,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
acorn_pendant,タグ「acorn pendant」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
acoustic_guitar,アコギ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
acrobatics,きょくげい,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
acronym,頭字語,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
across_the_stars_(idolmaster),アクロス・ザ・スターズ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
acrylic_stand_(object),アクリルスタンド(アイテム),RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
action_camera,タグ「action camera」,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
