canonical,display_ja,decision,risk_class,language_sanity_provenance
pensive,物思いにふける,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pentacle,ペンタクル,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pentagon_(shape),ペンタゴン,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
pentagram_cutout,タグ「pentagram cutout」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
pentagram_earrings,五gramsイヤリング,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pentagram_hair_ornament,pentagramの髪飾り,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
pentagram_necklace,五gram星のネックレス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pentagram_pendant,タグ「pentagram pendant」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
pentagram_tattoo,pentagramのタトゥー,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
pentakill_(league),ペンタキル（リーグオブレジェンド）,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
people's_liberation_army,人民解放军,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
people's_liberation_army_air_force,人々・liberation・army・air・force,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
people's_liberation_army_ground_force,人々・liberation・army・ground・force,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
people's_liberation_army_navy,人々・liberation・army・navy,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
people's_republic_of_china_flag,五星紅旗,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pepe_punch_(meme),pepe punch (meme),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
peperuto_pollon,ペペルトポロン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
peplos,ペプロス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pepper_(spice),コショウ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
pepper_shaker,コショウ入れ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pepperbox_revolver,Pepperboxリボルバー,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
peppermint,タグ「peppermint」,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pepperoni,ペパロニ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pepperoni_pizza,ペパロニピザ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pepsi_nex,ペプシネックス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pequod_(identity)_(project_moon),pequod (identity) (project moon),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
perching,タグ「perching」,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
performance_juxtaposition,日常見せつけ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
perfume_(cosmetics),タグ「perfume (cosmetics)」,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
perfume_bottle,香水,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
perimeter_wall,perimeter・壁,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
periscope,潜望鏡,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
perlica's_peeled_apple_(meme),perlica's peeled apple (meme),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
perpendicular_paizuri,縦パイズリ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
perseus_(constellation),ペルセウス座,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
persim_berry,キーのみ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
persimmon,かき,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
person_and_animalization,タグ「person and animalization」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
person_and_furrification,タグ「person and furrification」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
person_between_breasts,全身パイズリ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
person_on_back,後ろの人,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
person_on_hand,personの上の手,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
person_on_head,頭の上の人,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
person_on_shoulder,personの上の肩,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
persona_(summon),ペルソナ能力,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
persona_eyes,カッ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
personal_digital_assistant,パーソナルデジタルアシスタント,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
personal_terminal,PET(ロックマンエグゼ),RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
personality_core,人格コア,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
personality_switch,性格入れ替え,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
peru,ペルー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pestle,杵,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pet_bed,ペットベッド,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pet_carrier,ペットキャリア,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pet_rock,タグ「pet rock」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
pet_shaming,反省札,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pet_walking,遛狗,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
petal_censor,花びらの検閲,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
petal_in_mouth,petalの中のmouth,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
petal_on_head,petalの上の頭,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
petal_on_nose,petalの上のnose,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
petal_print,花びらプリント,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
petals_in_mouth,口の中の花びら,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
petals_on_ground,petalsの上のground,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
petals_on_liquid,液体の花びら,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
peter_pan_collar,ピーターパンカラー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
petri_dish,ペトリ皿,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
petrification,固め,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
petroleum,石油,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
petronas,タグ「petronas」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
petting,撫でる,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
petunia_(flower),ペチュニア,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
peugeot,プジョー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pew,教会長椅,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pgm_hecate_ii,ヘカート2,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
phalaenopsis,コチョウラン属,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
phalanx_ciws,タグ「phalanx ciws」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
phallic_symbol,男根のメタファー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
phallic_tattoo,phallicのタトゥー,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
phantasm_rod,ファンタズムロッド,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
phantom_thief,怪盗,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
phantom_thief_erichika,怪盗エリーチカ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
phantometal_(paradox_live),ファントメタル,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
pharaoh,法老,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pheasant,キジ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
philippine_flag,フィリピンの国旗,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
philippines,フィリピン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
philosopher's_stone,賢者の石,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
philtrum,人中,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
phoenix,フェニックス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
phoenix_print,フェニックスプリント,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
phoenix_wings,フェニックスウィングス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
phoenix_wright_(cosplay),フェニックスライト（コスプレ）,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
phone_between_breasts,電話の間の胸,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
phone_booth,電話ボックス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
phone_in_pocket,電話の中のpocket,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
phone_light,電話・光,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
phone_number,電話番号,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
phone_over_face,電話の上の顔,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
phone_stand,電話・stand,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
phone_with_ears,耳のある電話,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
phonecard_(medium),テレカ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
phonograph,レコードプレイヤー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
phosphophyllite_(gemstone),リン植物（宝石）,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
photo_album,フォトアルバム,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
photo_bashing,フォトバッシュ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
photo_booth,プリクラ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
photo_inset,写真挿入図,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
photo_shoot,写真撮影,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
photo_stand-in,顔ハメ看板,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
photobomb,タグ「photobomb」,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
photocopier,コピー機,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
photocopying_self,タグ「photocopying self」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
photographer,写真家,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
photokinesis,光属性,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
photon_ray_(fate),軍神の剣,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
photorealistic,写真かと思った,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
phrygian_cap,フリギアの帽子,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
phrygian_helmet,phrygian・ヘルメット,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
physical_examination,お医者さんごっこ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
physics,ぶつりがく,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pi_(math),タグ「pi (math)」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
piano,ピアノ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
piano_bench,ピアノ椅子,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
piano_keys,ピアノの鍵,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
piano_print,ピアノプリント,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pickaxe,つるはし,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pickelhaube,ピッケルハウベ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
picket_fence,杭柵,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
picking_fruit,果物を選ぶ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
picking_up,拾う,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pickle,ピクルス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
picnic,ピクニック,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
picnic_basket,ピクニックバスケット,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
picnic_table,タグ「picnic table」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
picot_trim_panties,picot・trim・パンツ,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
picture_book,絵本,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
picture_hat,絵の帽子,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pie_chart,円グラフ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pie_in_face,パイ投げ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pie_slice,パイスライス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
piecey,服の霊,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pier,桟橋,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pierced_hat,pierced・帽子,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
piercing_hole,ピアス穴,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pig_boy,豚の少年,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pig_costume,豚の衣装,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pig_hair_ornament,豚の髪飾り,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pig_mask,豚マスク,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pig_print,豚の版画,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pig_snout,豚の鼻,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pigeon,ハト,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pigeon_pose,鳩のポーズ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
piggy_bank,貯金箱,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
piggyback,おんぶ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
piglet,こぶた,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pikachu_costume,ピカチュウの衣装,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pikachu_hood,ピカチュウフッド,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pikaclones,タグ「pikaclones」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
pikapikapop_(idolmaster),pikapikapop (idolmaster),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
pikarigaoka_middle_school_uniform,ぴかりが丘中学校,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pike_(weapon),パイク,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
pikmin_(creature),ピクミン（クリーチャー）,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
pilder,ホバーパイルダー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pile,パイル,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pile_bunker,パイルバンカー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pile_of_books,本の山,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pile_of_corpses,タグ「pile of corpses」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
pile_of_money,タグ「pile of money」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
pile_of_skulls,頭蓋骨の山,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
pile_of_trash,タグ「pile of trash」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
piledriver_(wrestling),パイルドライバー,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
