canonical,display_ja,decision,risk_class,language_sanity_provenance
black_butterfly,ブラックバタフライ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
black_car,黒い・car,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
black_changpao,黒い・changpao,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
black_chaps,黒い・chaps,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
black_chemise,黒い化学,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
black_coat_(kingdom_hearts),黒いコート,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
black_coif,黒い・coif,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
black_cross_tie,黒い・クロス・結び,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
black_crown,黒い・crown,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
black_culottes,黒い・culottes,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
black_dog,黒い犬,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
black_dougi,黒い・dougi,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
black_eagles_(fire_emblem),黒鷲の学級,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
black_ears,黒い・耳,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
black_eyeliner,黒いアイライナー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
black_facial_hair,黒い・facial・髪,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
black_feathers,黒い羽,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
black_fire,黒い炎,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
black_flower,黒い・花,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
black_fundoshi,ブラック・ファンドシ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
black_garter,ブラックガーター,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
black_gauntlets,黒いガントレット,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
black_gem,黒い宝石,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
black_gorget,黒い・gorget,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
black_gothic_dress_(idolmaster),ブラックゴシックドレス,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
black_hakama,ブラックハカマ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
black_hanbok,黒い・hanbok,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
black_hands,黒い・両手,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
black_hanfu,黒い・hanfu,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
black_haori,黒い・haori,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
black_headdress,黒い髪飾り,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
