canonical,display_ja,decision,risk_class,language_sanity_provenance
mourning,喪,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mouse_boy,マウスボーイ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mouse_costume,マウスコスチューム,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mouse_hair_ornament,マウスの髪の飾り,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mouse_hat,mouse・帽子,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
mouse_hole,タグ「mouse hole」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
mouse_hood,マウスフード,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mouse_mask,マウスマスク,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mouse_on_head,頭のマウス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mouse_on_shoulder,肩のマウス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mouse_print,マウスプリント,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mousetrap,マウストラップ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mousse_(food),ムース,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
mouth_beam,口からビーム,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mouth_bubble,タグ「mouth bubble」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
mouth_guard,マウスガード,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mouth_mask_under_chin,mouth・マスクの下のchin,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
mouth_out_of_frame,タグ「mouth out of frame」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
mouth_pull,指でグイッ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mouth_submerged,口が沈んでいます,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mouth_tentacles,タグ「mouth tentacles」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
mouth_tube,mouth・チューブ,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
mouth_visible_through_hair,mouth・visible・越しの髪,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
mouthful_mode,ほおばりヘンケイ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mouthwash,洗口液,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
movie_camera,シネマカメラ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
movie_poster_(medium),タグ「movie poster (medium)」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
movie_poster_(object),映画ポスター,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
movie_projector,タグ「movie projector」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
movie_reference,映画の参照,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
movie_theater,映画館,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
moving_background,movingの背景,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
mp-443_grach,タグ「mp-443 grach」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
mp3_player,随身听,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mp40,mp40,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
mt._silver,シロガネ山,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mtu_virus,MtUウィルス,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
muay_thai,ムエタイ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
muchourin,muchourin,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
mucus,黏液,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mud,どろ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mudra,ムドラ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
muffin,マフィン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
muffin_top,マフィントップ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mug_writing,マグカップライティング,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mugen_gakuen_school_uniform,mugen gakuenの学校制服,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
mugshot,マグショット,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
muji_body_fitting_sofa,人をダメにするソファ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
mukyuu,むきゅー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
