canonical,display_ja,decision,risk_class,language_sanity_provenance
curved_horns,タグ「curved horns」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
curved_penis,タグ「curved penis」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
custard,カスタード,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
custodian_helmet,custodian・ヘルメット,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
cut-away,カットアウェイ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cut-here_line,切り取り線,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cute_&_girly_(idolmaster),かわいい＆ガーリー（アイドルマスター）,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
cute_weapon,cuteの武器,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
cute_x_subculture_hatsune_miku_design_contest,グッスマイラコン08ミク,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cutesexyrobutts_(style),Cutesexyrobutts（スタイル）,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
cutie_(umamusume),ぱかプチ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
cutie_honey_(character)_(cosplay),キューティーハニー（キャラクター）（コスプレ）,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
cutie_mark_print,cutie markの柄,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
cutie_moon_rod,キューティムーンロッド,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cutlass,カトラス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cutlery,カトラリー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cutlet,タグ「cutlet」,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cutoff_jeans,カットオフジーンズ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cutout_below_navel,へその下の切り抜き,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cutout_eyelashes,タグ「cutout eyelashes」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
cutting,切る,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cutting_board,まな板,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cutting_clothes,服を切る,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cutting_mat,カッティングマット,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cutting_onions,オニオンを切る,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cutting_own_hair,自分の髪を切る,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cyaron!_(love_live!),タグ「cyaron! (love live!)」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
cyber-elf_(mega_man),サイバーエルフ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
cyber_sigilism,タグ「cyber sigilism」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
cyber_world_(deltarune),タグ「cyber world (deltarune)」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
cyberpunk,サイバーパンク,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cyberspace,サイバースペース,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cybertron,サイバートロン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cycling_uniform,サイクリングユニフォーム,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cyclops,一つ目,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cygnus_(constellation),はくちょう座,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
cylinder,シリンダー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cymbals,シンバル,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cynthia_(pokemon)_(cosplay),cynthia (pokemon) (cosplay),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
cyrillic,キリル文字,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
cz_75,タグ「cz 75」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
cz_805_bren,タグ「cz 805 bren」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
cz_scorpion_evo_3,スコルピウス(ブルーアーカイブ),RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
czech_flag,チェコの国旗,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
d'orsay_heels,d'orsayかかと,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
d-ark,ディーアーク,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
