canonical,display_ja,decision,risk_class,language_sanity_provenance
kouno_marika's_silence_suzuka_drawing_(meme),高野スズカ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
kourindou,香霖堂,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
kourindou_tengu_costume,香霖堂天狗装束,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
kouryou_academy_school_uniform,Kouryouアカデミーユニフォーム,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
kouryoukan_academy_school_uniform,kouryoukan academyの学校制服,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
kousaka_kirino's_school_uniform,Kousaka Kirinoの学校の制服,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
kouyouen_academy_school_uniform,光陽園ハルヒ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
koyanskaya_(fate)_(cosplay),koyanskaya（運命）（コスプレ）,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
koyukkuri,koyukkuri,RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
kozaki_yuusuke_(style),タグ「kozaki yuusuke (style)」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ko~n,こーん,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
kraken,クラーケン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
kraken_regiment,タグ「kraken regiment」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
kriegsmarine,クリークスマリーネ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
kris_(weapon),クリスナイフ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
kris_hair_ornament,krisの髪飾り,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
kriss_vector,スーパーV,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ksvk_12.7,タグ「ksvk 12.7」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ku_korose!,くっころ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
