canonical,display_ja,decision,risk_class,language_sanity_provenance
ghost_hands,幽霊の手,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ghost_in_the_shell_lineup,攻殻立ち,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ghost_mask,ghost・マスク,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ghost_ornament,ghost・飾り,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ghost_pose,幽灵姿势,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ghost_print,ゴーストプリント,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ghost_tail,ゴーストテール,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ghost_type_theme_(pokemon),ゴーストタイプ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
ghostbusters_uniform,ghostbustersの制服,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ghoul_(fallout),タグ「ghoul (fallout)」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
gian_punch_(meme),ジャイアンパンチ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
giant,巨ケモ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giant_brush,巨大なブラシ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giant_hand,巨大な手,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giant_insect,巨大な昆虫,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giant_leaf,巨大な葉,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giant_male,巨大カップル,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giant_monster,怪獣,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giant_mushroom,大きな茸,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giant_salamander,オオサンショウウオ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giant_skeleton,巨大なスケルトン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giant_snake,大蛇,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giant_squid,ダイオウイカ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giant_tree,巨樹,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giantess,巨大カップル,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gibberish_text,gibberish・テキスト,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
gibbous_moon,凸月,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gibson_brands_inc,タグ「gibson brands inc」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
gibson_es-335,タグ「gibson es-335」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
gibson_flying_v,フライングV,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gibson_les_paul,レスポール,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gibson_les_paul_custom,ギブソン・レスポール・カスタム,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gibson_sg,ギブソンSG,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
gibson_sg_(bass),タグ「gibson sg (bass)」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
gif_caption_(meme),gif caption (meme),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
gift_bag,ギフトバッグ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gift_between_breasts,胸の間の贈り物,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gift_card,ギフトカード,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gift_wrapping,ギフト包装,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giga_drill_break,ギガドリルブレイク,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gigachad_(meme),ギガチャド（ミーム）,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
gigandal_federation,ギガンダル連邦,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gigantamax,キョダイマックス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gigantamax_(other),オリジナルキョダイマックス,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
gigantic_testicles,超玉,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gigbag,タグ「gigbag」,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giggling,笑い,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gilgamesh_(fate)_(cosplay),ギルガメッシュ（運命）（コスプレ）,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
gills,えら,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ginger_root,根生姜,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gingerbread_cookie,ジンジャーブレッド,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gingerbread_house,ヘクセンハウス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gingerbread_man,姜饼人,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gingham_apron,ギンガムエプロン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gingham_background,ギンガム,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gingham_bikini,gingham・ビキニ,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
gingham_bow,gingham・リボン,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
gingham_bowtie,タグ「gingham bowtie」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
gingham_clothes,ギンガム,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gingham_dress,方格连衣裙,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gingham_necktie,タグ「gingham necktie」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
gingham_pillow,タグ「gingham pillow」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
gingham_shirt,gingham・シャツ,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
gingham_skirt,ギンガムスカート,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gingham_sleeves,タグ「gingham sleeves」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ginkgo_guild_uniform,Ginkgoギルドユニフォーム,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ginkgo_leaf,銀杏の葉,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ginkgo_tree,イチョウ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ginyu_force_pose,スペシャルファイティングポーズ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giorno_giovanna's_pose,giorno・giovanna・ポーズ,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
giraffe,キリン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giraffe_boy,タグ「giraffe boy」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
giraffe_ears,キリンの耳,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giraffe_girl,キリンガール,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giraffe_horns,キリンホーン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giraffe_print,キリンプリント,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giraffe_tail,キリンテール,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
girdle,ガードル,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
girl_scout,ガールスカウト,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
girl_staring_at_guy's_chest_(meme),胸のen望（ミーム）,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
girly_boy,オネエ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
girly_running,女の子走り,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gith_(d&d),ギス(D&D),RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
giving,与える,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
giving_birth,出産,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giving_flower,giving・花,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
giving_food,giving・食べ物,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
giving_up_the_ghost,幽体離脱,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
giving_wedgie,他人の下着を引き上げる,RELAXED_KEEP_JA,EXCEPTION,CANONICAL_LANGUAGE_MAP
glacier,冰川,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gladiator,剣闘士,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gladiator_sandals,グラディエーターサンダル,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gladiolus,グラジオラス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
gladius,グラディウス(剣),RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
glaive_(polearm),グレイブ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
glance,一目,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
glans,亀頭,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
glasgow_smile,グラスゴースマイル,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
glass_bowl,ガラスのボウル,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
glass_ceiling,タグ「glass ceiling」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
glass_door,ガラス戸,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
glass_door_refrigerator,タグ「glass door refrigerator」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
glass_floor,ガラスの床,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
glass_footwear,glass・履物,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
glass_jar,タグ「glass jar」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
glass_pen,ガラスペン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
glass_shard,单块碎玻璃,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
glass_shards,碎玻璃,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
glass_slipper,ガラスの靴,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
glass_table,玻璃桌,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
