canonical,display_ja,decision,risk_class,language_sanity_provenance
tied_ears,結び付けられた耳,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tied_hoodie_strings,タグ「tied hoodie strings」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
tied_jacket,縛られたジャケット,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tied_jumpsuit,縛られたジャンプスーツ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tied_nipples,縛られた乳首,RELAXED_KEEP_JA,LOW,CANONICAL_LANGUAGE_MAP
tied_skirt,縛られたスカート,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tied_sweater,縛られたセーター,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tied_tank_top,tied・tank・トップス,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
tied_up_(nonsexual),緊縛,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
tiefling,ティーフリング,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tiered_skirt,tiered・スカート,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
tiered_tray,ケーキスタンド,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tifa_lockhart_(cosplay),Tifa Lockhart（コスプレ）,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
tiger_(p),ポルシェティーガー,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
tiger_costume,虎の衣装,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tiger_cub,虎の子ども,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tiger_dojo,タイガー道場,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tiger_hair_ornament,虎の髪の飾り,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tiger_hat,タイガーハット,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tiger_hood,タイガーフッド,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tiger_i,ティーガー1,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tiger_ii,キングタイガー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tiger_lily,オニユリ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tiger_mask_(object),タイガーマスク（オブジェクト）,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
tiger_panties,タイガーパンティー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tiger_pelt,タイガーペルト,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tiger_print_bikini,虎縞ビキニ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tiger_tattoo,タイガータトゥー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tight_bottoms,タグ「tight bottoms」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
tight_shirt,タイトなシャツ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tight_top,タイトなトップ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tightrope,綱渡り,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tights_day,タイツの日,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tiki_(young)_(fire_emblem)_(cosplay),tiki (young) (fire emblem) (cosplay),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
tiktok_logo,Tiktokロゴ,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
tiktok_username,tiktokのユーザー名,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
tile_roof,瓦屋根,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tileable,タイル可能,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
till_(alien_stage)_(cosplay),till (alien stage) (cosplay),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
tilted_border,tilted・枠,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
tilted_halo,タグ「tilted halo」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
tilted_headwear,傾斜した帽子,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tiltrotor,ティルトローター,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
time_bomb,時限爆弾,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
time_lapse,時間の経過,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
time_machine,タイムマシン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
time_patrol_(dragon_ball),タグ「time patrol (dragon ball)」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
time_signature,拍子記号,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
time_stop,時止め,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
time_travel,タイムトラベル,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
time_tunnel_(madoka_magica),タイムトンネル（マドカマジカ）,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
timeline,ねんぴょう,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
timer_ball,タイマーボール,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
times_square,タイムズスクエア,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
timpani,ティンパニ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tin_(container),タグ「tin (container)」,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tingtang_gang_(identity)_(project_moon),tingtang gang (identity) (project moon),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
tint_me_(idolmaster),tint me (idolmaster),RELAXED_CANONICAL_FALLBACK,EXCEPTION,LANGUAGE_SANITY_CANONICAL_FALLBACK
tip_jar,タグ「tip jar」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
tipsy,ほろ酔い,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tiptoe_kiss,踮脚亲吻,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tiramisu,ティラミス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tire_swing,タグ「tire swing」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
tiro_finale,ティロ・フィナーレ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tirol_chocolate,チロルチョコ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tissue_in_nose,tissueの中のnose,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
tit_(bird),タグ「tit (bird)」,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
titan_(titanfall),タイタン（タイタンフォール）,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
titan_shifter_scars,タグ「titan shifter scars」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
titans_(gundam),ティターンズ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
title,タイトル,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
title_page,タイトルページ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
title_parody,タイトルパロディ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
title_screen,タイトル画面,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
tm_(pokemon),わざマシン,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
