canonical,display_ja,decision,risk_class,language_sanity_provenance
flapper_girl,タグ「flapper girl」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
flapper_shirt,フラッパーシャツ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flapping,羽ばたく,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flapping_ears,羽毛,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flare,フレア,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flare_gun,信号銃,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flash_cards,暗記カード,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flash_drive,USBメモリ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flashback,回想シーン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flashing_light,flashing・光,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
flashlight,懐中電灯,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flashlight_beam,懐中電灯ビーム,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flask,フラスコ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flat_chest_grab,フラットチェストグラブ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flat_chest_joke,平らな胸の冗談,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flat_screen_tv,薄型テレビ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flat_sign,フラットサイン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flat_tire,パンクしたタイヤ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flat_top_chef_hat,フラットトップシェフの帽子,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flatbread,平焼きパン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flats,フラットシューズ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flattened,平面化,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flattop,フラットトップ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flayed_skin,flayed・肌,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
fledglings_class_(blue_archive),雛鳥組,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
fleeing,逃げる,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
fleet,艦隊,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flehmen_response,フレーメン反応,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flemish_bond,タグ「flemish bond」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
flesh,肉スライム,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flesh_storage_bulbs,タグ「flesh storage bulbs」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
fletcher_(kancolle)_(cosplay),フレッチャー（カンコル）（コスプレ）,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
fleur-de-lis,フルール・ド・リス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flexing,筋肉ポーズ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flexing_pectorals,タグ「flexing pectorals」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
flick,弾く,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flickering,ちらつき,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
fliegerhammer,フリーガーハマー,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flight_attendant,スチュワーデス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flight_attendant_hat,flight・attendant・帽子,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
flight_deck,飛行甲板,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flight_stick,タグ「flight stick」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
flight_suit,フライトスーツ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
fling_posse,タグ「fling posse」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
flintlock,フリントロック,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flip_phone,折り畳み式携帯電話,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flip_smartphone,ガラホ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flipped_bangs,上翘刘海,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
flipped_sidelocks,タグ「flipped sidelocks」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
flippers,足ひれ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flipping_food,ひっくり返る食べ物,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flirting,调情,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
flirting_10_image_response,イチャイチャ10のイメレス,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_armor,浮遊するの鎧,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_ball,浮遊する・ボール,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_blood,浮遊する・血,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_book,浮かぶ本,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_breasts,浮乳,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_cape,フローティングケープ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_card,フローティングカード,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_castle,浮かぶ城,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_character,浮遊する・キャラクター,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_city,浮かぶ都市,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_clothes,たなびく服,RELAXED_KEEP_JA,EXCEPTION,CANONICAL_LANGUAGE_MAP
floating_crown,フローティングクラウン,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_curtains,浮遊する・curtains,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
floating_drapes,浮遊する・drapes,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
floating_food,浮遊する・食べ物,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_gem,浮遊する・宝石,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_gun,浮遊する・gun,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
floating_hat,浮かぶ帽子,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_head,フローティングヘッド,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_headgear,フローティングヘッドギア,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_island,浮島,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_jacket,浮遊する・ジャケット,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_lights,浮遊する・lights,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
floating_liquid,浮遊する・液体,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_mask,浮遊する・マスク,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_neckwear,フローティングネクタイ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_object,フローティングオブジェクト,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_paper,浮遊する・paper,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
floating_ribbon,浮遊する・ribbon,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
floating_rock,フローティングロック,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_scarf,フローティングスカーフ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
floating_screen,フローティング画面,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
