canonical,display_ja,decision,risk_class,language_sanity_provenance
odst,タグ「odst」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
oenothera_(flower),ツキミソウ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
oerlikon_20mm_gun,タグ「oerlikon 20mm gun」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
off-color_cum,オフカラー精液,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
off-shoulder_bandeau,off・肩・bandeau,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
off-shoulder_bikini,オフショルダービキニ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
off-shoulder_capelet,off・肩・capelet,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
off-shoulder_cardigan,off・肩・cardigan,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
off-shoulder_coat,オフショルダーコート,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
off-shoulder_jacket,オフショルダージャケット,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
off-shoulder_one-piece_swimsuit,オフショルダーワンピース水着,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
offering_food,offering・食べ物,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
offering_hand,offering・手,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
offering_hand_to_another,offering・手・への他人の,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
offering_leash,offering・リード,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
official_alternate_color,公式・別・色,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
official_alternate_hair_ornament,official alternateの髪飾り,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
official_alternate_horns,タグ「official alternate horns」,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
official_alternate_skin_color,公式・別・肌・色,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
official_art_inset,公式の芸術挿入図,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
official_cosplay,公式コスプレ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
official_style,野生の公式,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ofuda_between_fingers,ofudaの間のfingers,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ofuda_earrings,ofudaのイヤリング,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ofuda_on_clothes,衣服の中,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ofuda_on_head,頭の中のofuda,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ofuda_on_leg,ofudaの上のleg,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ofuda_on_nipples,札ブラ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ofuda_over_one_eye,ofudaの上の1つの目,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ofuro,オフーロ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ogre,オウガ,RELAXED_KEEP_JA,LOW,LANGUAGE_SANITY_UNCHANGED
ogura_toast_(food),小倉トースト,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
oguri_oguri_(meme),オーグーリ!オーグーリ!,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
oh?_you're_approaching_me?_(meme),ほう...向かってくるのか,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
ohagi_(food),おはぎ,RELAXED_KEEP_JA,HIGH,LANGUAGE_SANITY_UNCHANGED
ohananomitsu_high_school_uniform,ohananomitsu highの学校制服,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
ohananomitsu_middle_school_uniform,ohananomitsu middleの学校制服,RELAXED_KEEP_JA,EXCEPTION,LANGUAGE_SANITY_UNCHANGED
