row_id,canonical_tag,category,display_ja,search_ja,translation_status,translation_note
I70-000501,surtr_(arknights),4,スルト（アークナイツ）,スルト（アークナイツ） | スルト | スルト(アークナイツ),ACCEPTED_AI,AI監修：既存候補・Alias・作品関係を確認し表示名を確定
I70-000502,octoling_player_character,4,オクトリング,オクトリング,ACCEPTED_AI,AI監修：既存候補・Alias・作品関係を確認し表示名を確定
I70-000503,sanji_(one_piece),4,ヴィンスモーク・サンジ,ヴィンスモーク・サンジ | サンジ,ACCEPTED_AI,AI監修：既存日本語候補・作品関係を確認して採用
I70-000504,kosaka_honoka,4,高坂穂乃果,高坂穂乃果,ACCEPTED_AI,AI監修：既存候補・Alias・作品関係を確認し表示名を確定
I70-000505,shiranui_flare,4,不知火フレア,不知火フレア | 不知火フレア新衣装,ACCEPTED_AI,AI監修：既存候補・Alias・作品関係を確認し表示名を確定
I70-000506,akiyama_yukari,4,秋山優花里,秋山優花里,ACCEPTED_AI,AI監修：既存候補・Alias・作品関係を確認し表示名を確定
I70-000507,zani_(wuthering_waves),4,ザンニー,ザンニー,ACCEPTED_AI,AI監修：既存日本語候補・作品関係を確認して採用
I70-000508,robin_(honkai:_star_rail),4,ロビン（崩壊：スターレイル）,ロビン（崩壊：スターレイル） | ロビン | ロビン(スターレイル),ACCEPTED_AI,AI監修：既存候補・Alias・作品関係を確認し表示名を確定
I70-000509,rotom,4,ロトム,ロトム,ACCEPTED_AI,AI監修：既存日本語候補・作品関係を確認して採用
I70-000510,ange_katrina,4,アンジュ・カトリーナ,アンジュ・カトリーナ,ACCEPTED_AI,AI監修：既存候補・Alias・作品関係を確認し表示名を確定
I70-000511,souryuu_(kancolle),4,蒼龍（艦これ）,蒼龍（艦これ） | 蒼龍(艦これ) | 蒼龍(艦隊これくしょん) | 蒼龍,ACCEPTED_AI,AI監修：既存日本語候補・作品関係を確認して採用
I70-000512,female_rover_(wuthering_waves),4,漂泊者（女性）,漂泊者（女性） | 漂泊者,ACCEPTED_AI,AI監修：既存候補・Alias・作品関係を確認し表示名を確定
I70-000513,wei_wuxian,4,魏無羨,魏無羨 | ウェイ・ウーシエン,ACCEPTED_AI,AI監修：既存候補・Alias・作品関係を確認し表示名を確定
I70-000514,kasumi_(kancolle),4,霞（艦これ）,霞（艦これ） | 霞(艦これ) | 霞(艦隊これくしょん),ACCEPTED_AI,AI監修：既存候補・Alias・作品関係を確認し表示名を確定
I70-000515,meltryllis_(fate),4,メルトリリス（Fate）,メルトリリス（Fate） | メルトリリス,ACCEPTED_AI,AI監修：既存候補・Alias・作品関係を確認し表示名を確定
I70-000516,iowa_(kancolle),4,アイオワ（艦これ）,アイオワ（艦これ） | アイオワ | アイオワ(艦これ) | アイオワ(艦隊これくしょん),ACCEPTED_AI,AI監修：既存日本語候補・作品関係を確認して採用
I70-000517,murasaki_shion,4,紫咲シオン,紫咲シオン | 紫咲シオン新衣装予想,ACCEPTED_AI,AI監修：既存候補・Alias・作品関係を確認し表示名を確定
