identity_key,candidate_state,human_intent,review_note
aqua_blindfold,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
blindfold_removed,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
blue_blindfold,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
bondage_gear,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
brown_blindfold,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
cleave_gagged,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
clit_clamp,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
clit_leash,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
clothes_gagged,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
extreme_fetish,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
gag_removed,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
green_blindfold,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
hand_gag,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
handcuff,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
hard_fetish,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
human_furniture_fetish,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
knot_gagged,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
labia_clamp,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
mechanical_restraints,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
orange_blindfold,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
over_the_mouth_gagged,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
over_the_nose_gagged,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
pink_blindfold,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
purple_blindfold,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
red_blindfold,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
restraint_device,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
restraint_devices,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
rope_bondage,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
scat_fetish,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
sexual_bondage,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
shackle,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
spanking_machine,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
tape_gagged,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
tentacle_gagged,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
yellow_blindfold,FULL_REVIEW_SPECIAL_RESTRAINT_FETISH_V51,,
