identity_key,candidate_cluster,candidate_state,human_intent,review_note
anal_object_extraction,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
bound_testicles,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
breast-to-pectoral_docking,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
clitoris_chain,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
clitoris_tweak,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
foot_pussy,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
nipple_flick,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
nipple_object_insertion,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
nipple_push,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
nipple_rub_through_clothes,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
nipple_stimulation_through_clothes,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
penis_rest,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
penis_slip,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
poking_penis,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
pouring_onto_pussy,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
pussy_grip,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
pussy_press,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
pussy_squeeze,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
spread_nipple,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
tickling_nipples,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
tickling_pussy,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
tied_nipples,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
wiping_pussy,OVERLAP|ACTION_CONTACT|(none)|ANATOMY,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
cunnilingus_through_clothes,OVERLAP|ACTION_CONTACT|(none)|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
double_fingering,OVERLAP|ACTION_CONTACT|(none)|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
footjob_through_footwear,OVERLAP|ACTION_CONTACT|(none)|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
forced_cunnilingus,OVERLAP|ACTION_CONTACT|(none)|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
guided_fingering,OVERLAP|ACTION_CONTACT|(none)|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
guided_footjob,OVERLAP|ACTION_CONTACT|(none)|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
navel_fingering,OVERLAP|ACTION_CONTACT|(none)|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
shared_onahole,OVERLAP|ACTION_CONTACT|(none)|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
standing_anilingus,OVERLAP|ACTION_CONTACT|(none)|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
standing_cunnilingus,OVERLAP|ACTION_CONTACT|(none)|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
standing_footjob,OVERLAP|ACTION_CONTACT|(none)|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
stealth_cunnilingus,OVERLAP|ACTION_CONTACT|(none)|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
stealth_fingering,OVERLAP|ACTION_CONTACT|(none)|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
stealth_footjob,OVERLAP|ACTION_CONTACT|(none)|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
tail_rape,OVERLAP|ACTION_CONTACT|(none)|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
under-stirrup_footjob,OVERLAP|ACTION_CONTACT|(none)|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
unwanted_creampie,OVERLAP|ACTION_CONTACT|(none)|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
anilingus,OVERLAP|ACTION_CONTACT|ACTION_INTERACTION|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
cunnilingus,OVERLAP|ACTION_CONTACT|ACTION_INTERACTION|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
double_footjob,OVERLAP|ACTION_CONTACT|ACTION_INTERACTION|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
female_footjob,OVERLAP|ACTION_CONTACT|ACTION_INTERACTION|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
fingering_from_behind,OVERLAP|ACTION_CONTACT|ACTION_INTERACTION|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
footjob,OVERLAP|ACTION_CONTACT|ACTION_INTERACTION|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
footjob_from_behind,OVERLAP|ACTION_CONTACT|ACTION_INTERACTION|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
footjob_over_clothes,OVERLAP|ACTION_CONTACT|ACTION_INTERACTION|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
footjob_under_table,OVERLAP|ACTION_CONTACT|ACTION_INTERACTION|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
footjob_with_boots,OVERLAP|ACTION_CONTACT|ACTION_INTERACTION|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
footjob_with_footwear,OVERLAP|ACTION_CONTACT|ACTION_INTERACTION|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
footjob_with_legwear,OVERLAP|ACTION_CONTACT|ACTION_INTERACTION|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
footjob_with_sandals,OVERLAP|ACTION_CONTACT|ACTION_INTERACTION|EXPLICIT_SEX,FULL_REVIEW_ACTION_FIVE_CLUSTER_V58,,
