row_id,canonical_tag,category,category_name,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top3
I70-045051,tsurui,1,Artist,,,,,ツルイ,,[]
I70-045052,nagian,1,Artist,,,,,ナギアン,,[]
I70-045053,yuuki_hagure,1,Artist,,,,,ユウキ・ハギュール,,[]
I70-045054,murata_range,1,Artist,"murata_renji,range_murata",murata renji | range murata,,,村田範囲,,[]
I70-045055,rui_(sugar3),1,Artist,,,,,rui（sugar3）,,[]
I70-045056,twin_(tt_lsh),1,Artist,electriccross,electriccross,,,双子（TT LSH）,,[]
I70-045057,muririn,1,Artist,,,,,ムリリン,,[]
I70-045058,geewhy,1,Artist,"ghettoyouth,ghettoyouth",ghettoyouth,,,geewhy,,[]
I70-045059,himiya_jouzu,1,Artist,himiya_ramune,himiya ramune,,,Himiya Jouzu,,[]
I70-045060,no-kan,1,Artist,"ningen_(gtup8323),._(mdm_pk)",. (mdm pk) | ningen (gtup8323),,,ノー・カン,,[]
I70-045061,pas_(paxiti),1,Artist,pas1990,pas1990,,,Pas（Paxiti）,,[]
I70-045062,m&m_(mickey_and_mackey),1,Artist,m&m,m&m,,,M＆M（ミッキーとマッキー）,,[]
I70-045063,topu,1,Artist,tttanggvl,tttanggvl,,,Topu,,[]
I70-045064,adsouto,1,Artist,,,,,adsouto,,[]
I70-045065,kei_jiei,1,Artist,"momoego,keijiei,momokan",keijiei | momoego | momokan,,,Kei Jiei,,[]
I70-045066,thomas_8000,1,Artist,,,,,トーマス8000,,[]
I70-045067,varniskarnis,1,Artist,,,,,Varniskarnis,,[]
I70-045068,hayabusa_(vert_320),1,Artist,hayabusa,hayabusa,,,,,[]
I70-045069,liang_xing,1,Artist,liangxing,liangxing,,,liang xing,,[]
I70-045070,maruki_(punchiki),1,Artist,punchiki,punchiki,,,マルキ（パンチキ）,,[]
I70-045071,gotoh_(nekocat),1,Artist,gotou_(nekocat),gotou (nekocat),,,gotou（nekocat）,,[]
I70-045072,konnyaku_(kk-monmon),1,Artist,,,,,konnyaku（kk-monmon）,,[]
I70-045073,neoartcore,1,Artist,"nudtawut_thongmai,gotgituey",gotgituey | nudtawut thongmai,,,Neoartcore,,[]
I70-045074,oni-noboru,1,Artist,,,,,oni-noboru,,[]
I70-045075,akkijin,1,Artist,,,,,アクキン,,[]
I70-045076,peroponesosu.,1,Artist,,,,,peroponesosu。,,[]
I70-045077,shexyo,1,Artist,,,,,shexyo,,[]
I70-045078,hikawa_shou,1,Artist,,,,,hikawa shou,,[]
I70-045079,waka_(wk4444),1,Artist,"vfr9jpxkc18sf7m,enskkt",enskkt | vfr9jpxkc18sf7m,,,ワカ（wk4444）,,[]
I70-045080,rikatan,1,Artist,,,,,リカタン,,[]
I70-045081,welt_(kinsei_koutenkyoku),1,Artist,u-eruto,u-eruto,,,ウェルト（Kinsei Kutenkyoku）,,[]
I70-045082,kakure_eria,1,Artist,,,,,Kakure Eria,,[]
I70-045083,sazaki_ichiri,1,Artist,,,,,サザキ・イチリ,,[]
I70-045084,eto_(ikumika),1,Artist,eto,eto,,,ETO（Ikumika）,,[]
I70-045085,ino_(magloid),1,Artist,ino,ino,,,ino（マグライド）,,[]
I70-045086,liz_(piyoko_piyop),1,Artist,,,,,,,[]
I70-045087,darumoon,1,Artist,,,,,ダルムーン,,[]
I70-045088,blew_andwhite,1,Artist,,,,,吹き飛ばした,,[]
I70-045089,khyle.,1,Artist,"khyle,khyleri,scrooge_mckhyle",khyle | khyleri | scrooge mckhyle,,,カイル。,,[]
I70-045090,hase_yu,1,Artist,,,,,hase yu,,[]
I70-045091,sei_(kaien_kien),1,Artist,sei63,sei63,,,sei（Kaien Kien）,,[]
I70-045092,sugimori_ken,1,Artist,,,,,Sugimori Ken,,[]
I70-045093,capriccio,1,Artist,,,,,カプリシオ,,[]
I70-045094,sydus,1,Artist,,,,,シダス,,[]
I70-045095,ray.s,1,Artist,,,,,Ray.S,,[]
I70-045096,shouhou-san_daisuki_teitoku,1,Artist,,,,,shouhou-san daisuki teitoku,,[]
I70-045097,lasterk,1,Artist,,,,,lasterk,,[]
I70-045098,wada_arco,1,Artist,"wada_aruko,rco_wada,wada_rco",rco wada | wada aruko | wada rco,,,ワダ・アルコ,,[]
I70-045099,suujiniku,1,Artist,suushiki,suushiki,,,suujiniku,,[]
I70-045100,hospital_king,1,Artist,,,,,病院のキング,,[]
