cycle_id,lane,manifest_progress_sha256,row_id,canonical_tag,category,post_count,display_ja,search_ja,prior_audit_verdict,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
cycle-0001,2,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-036038,saibou_shinkyoku,Copyright,14001,さぼしき,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,細胞神曲-Cell of Empireo.-,細胞神曲 | さいぼうしんきょく,OFFICIAL_TITLE_MISMATCH,HIGH,https://group.kadokawa.co.jp/information/promotional_topics/article-13684.html,KADOKAWA公式が原作フリーゲーム名を「細胞神曲-Cell of Empireo.-」かつ読みを「さいぼうしんきょく」と明記。現表示「さぼしき」は不一致。,PROPOSED
cycle-0001,2,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-036539,waktaverse,Copyright,2317,WAKTAVERSE,,NEEDS_EXTERNAL_CHECK,KEEP,,,IDENTITY_SAFE_CANONICAL,HIGH,https://waktaver.se/,Waktaverse公式サービス面でWaktaverse identityを確認。日本語公式ローカライズ根拠がないため現行英字表示を保持。,PROPOSED
cycle-0001,2,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-036541,minecraft_youtube,Copyright,2306,Minecraft YouTube,,NEEDS_EXTERNAL_CHECK,KEEP,,,SCOPE_PRESERVING_LABEL,HIGH,https://www.youtube.com/minecraft,Minecraft公式YouTubeチャンネルを確認。タグはMinecraftのYouTube系コンテンツを区別するスコープラベルで、現表示はidentity-safe。,PROPOSED
cycle-0001,2,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-036812,vsinger_(vocaloid),Copyright,1521,Vsinger,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_BRAND_EXACT,HIGH,https://vsinger.com/aboutus,Vsinger公式がブランド名を「Vsinger」と明記。現表示は正確。,PROPOSED
cycle-0001,2,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-037075,chromashift,Copyright,1067,ChromaShift,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,ChromaSHIFT,,OFFICIAL_STYLIZATION,HIGH,https://prtimes.jp/main/html/rd/p/000000517.000044525.html,運営Brave group USの公式リリースはブランド表記を「ChromaSHIFT」としている。大文字小文字を公式表記へ修正。,PROPOSED
cycle-0001,2,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-037248,the_tale_of_food,Copyright,885,食物語,,NEEDS_EXTERNAL_CHECK,KEEP,,,ESTABLISHED_JAPANESE_TITLE,HIGH,https://www.bilibili.com/bangumi/media/md28235412,作品の中国語原題系タグに対し現表示「食物語」は日本語圏でも固有タイトルとして定着しておりidentityを損なわないため保持。,PROPOSED
cycle-0001,2,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-037472,dream_smp,Copyright,690,Dream SMP,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME_EXACT,HIGH,https://www.youtube.com/@dreamsmpofficial9404,Dream SMP Officialチャンネルで名称「Dream SMP」を確認。現表示は正確。,PROPOSED
cycle-0001,2,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-037642,wactor_production,Copyright,598,WACTOR,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_BRAND_EXACT,HIGH,https://wactor.tech/,株式会社WACTOR公式サイトがブランド/社名をWACTORと表記。現表示は正確。,PROPOSED
cycle-0001,2,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-037734,medium5,Copyright,557,MEDIUM5,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_BRAND_EXACT,HIGH,https://store.steampowered.com/app/3722460/Medium5_Rebirth/,開発元北辰社のSteam配信面が作品説明内で「MEDIUM5」を正式表記。現表示は正確。,PROPOSED
cycle-0001,2,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-037744,xinyue_tongxing,Copyright,553,新月同行,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_JAPANESE_TITLE,HIGH,https://fellowmoon.garena.com/jp/news/latest/S4Y67Q,Garena日本公式がタイトルを「新月同行」と明記。現表示は完全一致。,PROPOSED
cycle-0001,2,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-037777,prism_project,Copyright,539,PRISM Project,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_BRAND_EXACT,HIGH,https://sony.mediaroom.com/2022-08-09-Virtual-Talent-Management-Agency-PRISM-Project-Announces-2022-Auditions,Sony Music Entertainment Japanの公式発表が「PRISM Project」を正式名称として使用。現表示は正確。,PROPOSED
cycle-0001,2,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-036642,aotu_world,Copyright,1952,凹凸世界,,NEEDS_EXTERNAL_CHECK,KEEP,,,ORIGINAL_TITLE_IDENTITY_SAFE,HIGH,https://www.roblox.com/games/7788635305/Aotu-World-Hall,7-doc Studio正式許諾作品の説明がAotu Worldと「凹凸世界」を対応づけている。現行中国語原題はidentity-safeで保持。,PROPOSED
cycle-0001,2,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-036017,touhou_(pc-98),Copyright,16614,東方旧作,,NEEDS_EXTERNAL_CHECK,KEEP,,,SCOPE_PRESERVING_LABEL,HIGH,https://touhou-project.news/titles/th06/,東方Project公式ポータルが第6弾「東方紅魔郷」をWindowsへプラットフォーム変更後の初作品と説明しており、それ以前のPC-98作品群を区別する現行「東方旧作」はスコープ保持ラベルとして妥当。,PROPOSED
cycle-0001,2,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-036741,doukyuusei_(series),Copyright,1690,同級生,,NEEDS_EXTERNAL_CHECK,KEEP,,,ESTABLISHED_JAPANESE_TITLE,HIGH,https://dmmgames.co.jp/news/detail/id=1786,EXNOA/DG REMAKE公式が「同級生リメイクCSver」を原作シリーズ名「同級生」として扱う。シリーズ表示「同級生」はidentity-safe。,PROPOSED
cycle-0001,2,449ee7316f6996bcfcdd6a24663db83e3acf5f76b182c7f40104d55d395e79a0,I70-037808,doukyuusei,Copyright,527,同級生,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE_EXACT,HIGH,https://dmmgames.co.jp/news/detail/id=1786,EXNOA/DG REMAKE公式のリメイク告知で原作タイトルを「同級生」と明示。現表示は完全一致。,PROPOSED
