cycle_id,lane,manifest_progress_sha256,row_id,canonical_tag,category,post_count,display_ja,search_ja,prior_audit_verdict,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
cycle-0002,3,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-038833,pokemon_ranger_(series),Copyright,281,ポケモンレンジャー,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE_CONFIRMED,HIGH,https://www.pokemon.co.jp/game/ds/ranger/,ポケモン公式サイトが「ポケモンレンジャー」を使用。現表示は一致。,PROPOSED
cycle-0002,3,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-038835,shiki_(novel),Copyright,281,屍鬼,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE_CONFIRMED,HIGH,https://www.shinchosha.co.jp/book/124023/,新潮社公式刊行ページが小野不由美『屍鬼』を使用。現表示は一致。,PROPOSED
cycle-0002,3,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-038849,himouto!_umaru-chan_himouto_ikusei_keikaku,Copyright,279,干物妹!育成計画,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,干物妹！うまるちゃん ～干物妹！育成計画～,干物妹！育成計画,OFFICIAL_TITLE_CONFIRMED,HIGH,https://www.cs.furyu.jp/umaru/,フリュー公式製品サイトの正式タイトルへ修正し、短縮形を検索別名に保持。,PROPOSED
cycle-0002,3,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-038886,yozakura_quartet,Copyright,275,夜桜四重奏,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,夜桜四重奏～ヨザクラカルテット～,夜桜四重奏,OFFICIAL_TITLE_CONFIRMED,HIGH,https://shonen-sirius.com/c/yozakuraquartette,講談社公式ページの正式表記へ修正し、短縮形を検索別名に保持。,PROPOSED
cycle-0002,3,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-038887,counter-strike_(series),Copyright,274,カウンターストライク,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,Counter-Strike,カウンターストライク,OFFICIAL_TITLE_CONFIRMED,HIGH,https://store.steampowered.com/app/730/CounterStrike2/?l=japanese,Valve公式配信でCounter-Strike表記を確認。日本語転写は検索別名に保持。,PROPOSED
cycle-0002,3,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-038921,touhou_hisoutensoku,Copyright,270,東方非想天則,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE_CONFIRMED,HIGH,https://tasofro.net/product.html,黄昏フロンティア公式製品一覧が「東方非想天則」を使用。現表示は一致。,PROPOSED
cycle-0002,3,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-038924,pepoyo_(copyright),Copyright,269,ぺぽよ,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_IDENTITY_CONFIRMED,HIGH,https://www.youtube.com/watch?v=Sv8oCf2ER2I,公式アーティストチャンネルの自己表記が「ぺぽよ」。現表示はidentity-safe。,PROPOSED
cycle-0002,3,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-038937,kizuato,Copyright,268,痕,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,痕 -きずあと-,痕,OFFICIAL_TITLE_CONFIRMED,HIGH,https://aquaplus.jp/piece/soft.html,AQUAPLUS公式製品一覧の正式表記へ修正し、短縮形を検索別名に保持。,PROPOSED
cycle-0002,3,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-038940,touhou_lost_branch_of_legend,Copyright,268,东方光耀夜,,NEEDS_EXTERNAL_CHECK,FIX_BOTH,東方光耀夜 〜 Lost Branch of Legend,東方光耀夜,OFFICIAL_TITLE_CONFIRMED,HIGH,https://store.steampowered.com/app/1140150/__Lost_Branch_of_Legend/?l=japanese,公式配信の日本語タイトルへ修正し、短縮形を検索別名に保持。,PROPOSED
cycle-0002,3,3bcc7102bde9e781a4f308c57d22c84409b052ec622722e85dd13ff3aad82d36,I70-038957,tengoku_daimakyou,Copyright,265,天国大魔境,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_TITLE_CONFIRMED,HIGH,https://tdm-anime.com/,公式アニメサイトが「天国大魔境」を使用。現表示は一致。,PROPOSED
