row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file,seed_shortlist_source,seed_provisional_verdict,seed_proposed_display_ja,seed_proposed_search_ja,seed_evidence_ref,seed_audit_note,reviewed_unresolved,review_count,last_review_cycle,last_review_reason
I70-039038,toeto_(vocaloid),Copyright,256,トエト,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,KEEP,,,https://karent.jp/album/18,KARENT official creator distribution lists トエト by トラボルタ; current display is exact.,,,,
I70-039091,artery_gear:_fusion,Copyright,249,アーテリーギア,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,FIX_BOTH,アーテリーギア-機動戦姫-,アーテリーギア,https://company.kotobukiya.co.jp/news/news-4893/,Kotobukiya official collaboration notice identifies bilibili's game as アーテリーギア-機動戦姫- and links the official game site; retain short name for search.,,,,
I70-039102,gal_gun_(series),Copyright,248,ぎゃる☆がん,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,KEEP,,,https://galgun.com/,Official ぎゃる☆がん portal explicitly describes the ぎゃる☆がん series; existing display is exact.,,,,
I70-039126,hakuouki_shinsengumi_kitan,Copyright,245,薄桜鬼,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,FIX_BOTH,薄桜鬼 ～新選組奇譚～,薄桜鬼,https://www.otomate.jp/portal/hakuoki/about/,Otomate official portal lists the 2008 first work as 薄桜鬼 ～新選組奇譚～; retain short 薄桜鬼 for search.,,,,
I70-035995,utdr_(toby_fox),Copyright,20287,utdr (toby fox),,copyright title not uniquely resolved; manual verification required,copyright_batch004_01.csv,,,,,,,,,,
I70-036064,cookie_(touhou),Copyright,12161,クッキー☆,,copyright title not uniquely resolved; manual verification required,copyright_review_external_batch062.csv,,,,,,,,,,
I70-036584,indie_utaite,Copyright,2143,indie utaite,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_no_trusted_ja_batch018.csv,,,,,,,,,,
I70-036765,reitaisai_8_contest,Copyright,1650,reitaisai 8 contest,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_no_trusted_ja_batch018.csv,,,,,,,,,,
I70-036866,douluo_dalu,Copyright,1425,斗羅大陸,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv,,,,,,,,,,
I70-036936,dao_gui_yi_xian,Copyright,1283,道詭異仙,,conservative fallback; Japanese title evidence is absent or ambiguous,copyright_review_external_batch062.csv,,,,,,,,,,
I70-037043,fukumoto_mahjong,Copyright,1104,福本麻雀,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-037087,esse_series,Copyright,1049,Esseシリーズ,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-044991,nanao_naru,Artist,1057,七尾奈留,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-045000,shirabi,Artist,1050,しらび,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-045013,40hara,Artist,1038,40原,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-045040,nishieda,Artist,1022,西E田,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-045054,murata_range,Artist,1011,村田蓮爾,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-045057,muririn,Artist,1008,むりりん,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-045092,sugimori_ken,Artist,985,杉森建,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-045098,wada_arco,Artist,980,ワダアルコ,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-045513,miyasu_risa,Artist,774,みやすりさ,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-045529,eretto,Artist,768,えれっと,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-045561,satou_shouji,Artist,757,佐藤ショウジ,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-045567,kozaki_yuusuke,Artist,755,コザキユースケ,,"semantic re-curation: artist identity normalized; known Japanese credit used when clear, otherwise canonical handle preserved without machine translation",artist_initial_audit_batch008.csv,,,,,,,,,,
I70-002840,nemo_(fate),Character,1180,ネモ,ネモ | ネモ・シリーズ,AI監修：canonicalが単体ネモかシリーズ総称かの表示粒度を要確認,character_review_final_batch061.csv,,,,,,,,,,
I70-002856,li_huowang,Character,1175,李火旺,李火旺,AI監修：中国語原名を保持、日本語での定着表記を要確認,character_review_final_batch061.csv,,,,,,,,,,
I70-002880,evelynn_(league),Character,1164,イブリン,イブリン | Evelynn,AI監修：日本版公式カナ表記の最終確認が必要,character_review_final_batch061.csv,,,,,,,,,,
I70-002882,neopolitan_(rwby),Character,1164,ネオ・ポリタン,ネオ・ポリタン | ネオ,AI監修：既存候補のカナ表記に揺れがあるため要確認,character_review_final_batch061.csv,,,,,,,,,,
I70-002921,rindo_chihaya,Character,1150,輪堂千速,輪堂千速,AI監修：既存候補がノイズのためhololive DEV_IS公式表記を採用候補として要確認,character_review_final_batch061.csv,,,,,,,,,,
I70-002952,jeanne_d'arc_alter_(avenger)_(third_ascension)_(fate),Character,1142,ジャンヌ・ダルク〔オルタ〕（アヴェンジャー・第三再臨）,ジャンヌ・ダルク〔オルタ〕（アヴェンジャー・第三再臨） | ジャンヌ・オルタ,AI監修：再臨差分を含む正式表示名を要確認,character_review_final_batch061.csv,,,,,,,,,,
I70-002956,zhuang_fangyi_(arknights),Character,1141,ゾアン天師,ゾアン天師,AI監修：Endfield由来の日本語公式名を要確認,character_review_final_batch061.csv,,,,,,,,,,
I70-002972,abigail_williams_(traveling_outfit)_(fate),Character,1135,アビゲイル・ウィリアムズ（英霊旅装）,アビゲイル・ウィリアムズ（英霊旅装） | 英霊旅装,AI監修：概念礼装衣装差分の正式表示名を要確認,character_review_final_batch061.csv,,,,,,,,,,
I70-002977,ant_tenna,Character,1134,テナ,テナ,AI監修：DELTARUNEキャラクターの公式日本語表記を要確認,character_review_final_batch061.csv,,,,,,,,,,
I70-003020,abigail_williams_(swimsuit_foreigner)_(third_ascension)_(fate),Character,1115,アビゲイル・ウィリアムズ（水着・第3再臨）,アビゲイル・ウィリアムズ | アビゲイル(水着) | 第3再臨,,character_accepted_blank_batch057.csv,,,,,,,,,,
I70-003022,harmony_(pokemon),Character,1114,セイカ,セイカ | Harmony | Pokémon LEGENDS Z-A,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
I70-003051,klein_moretti,Character,1104,クライン・モレッティ,クライン・モレッティ | Klein Moretti,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,,,,
