row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file,seed_shortlist_source,seed_provisional_verdict,seed_proposed_display_ja,seed_proposed_search_ja,seed_evidence_ref,seed_audit_note,reviewed_unresolved,review_count,last_review_cycle,last_review_reason
I70-005431,aqua_(deltarune),Character,587,ターコイズ（DELTARUNE）,ターコイズ（DELTARUNE）,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,true,1,cycle-0005,Official Japanese character name not established
I70-005502,trianne_(honkai:_star_rail),Character,579,トリアン,トリアン,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,true,1,cycle-0005,Official Japanese character name not established
I70-005505,apricot_the_lich,Character,578,Apricot the Lich,Apricot the Lich,要確認,character_no_trusted_ja_batch010.csv,,,,,,,true,1,cycle-0005,Official Japanese character name not established
I70-005508,kronie_(ouro_kronii),Character,578,Kronie,Kronie,要確認,character_no_trusted_ja_batch010.csv,,,,,,,true,1,cycle-0005,Official Japanese character name not established
I70-005512,sananana_(cookie),Character,578,SNNN姉貴,SNNN姉貴 | アイドルンバももか,要確認,character_youkakunin_final_batch055.csv,,,,,,,true,1,cycle-0005,No trustworthy official Japanese character-name source established
I70-005517,otomachi_una_(talkex),Character,577,音街ウナ（Talk Ex）,音街ウナ（Talk Ex）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,true,1,cycle-0005,Variant-specific official naming not safely established
I70-005529,arima_senne,Character,575,アリマセン,アリマセン,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,true,1,cycle-0005,No trustworthy first-party identity source established
I70-005530,bloom_poetry_(shining_nikki),Character,575,Bloom Poetry,Bloom Poetry,要確認,character_no_trusted_ja_batch010.csv,,,,,,,true,1,cycle-0005,Japanese localized character name not safely verified
I70-005545,koizumi_itsuki_(female),Character,574,古泉一姫,古泉一姫,,character_accepted_blank_batch057.csv,,,,,,,true,1,cycle-0005,Gender-swapped derivative naming lacks authoritative character-name evidence
I70-005553,loona_(helluva_boss),Character,573,ルーナ,ルーナ | Loona,要確認,character_youkakunin_final_batch055.csv,,,,,,,true,1,cycle-0005,No official Japanese localization source established
I70-005555,luo_binghe,Character,573,洛冰河,洛冰河,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,true,1,cycle-0005,Official Japanese character rendering not safely verified
I70-005574,vei_(vtuber),Character,571,Veibae,Veibae | Vei,要確認,character_no_trusted_ja_batch010.csv,,,,,,,true,1,cycle-0005,VTuber alias mapping not supported by a sufficiently authoritative source
I70-005576,k/da_all_out_evelynn,Character,570,K/DA ALL OUT イブリン,K/DA ALL OUT イブリン,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,true,1,cycle-0005,Skin/form-specific official Japanese naming not safely verified
I70-005577,kama_(assassin)_(second_ascension)_(fate),Character,570,カーマ（アサシン・第二再臨）,カーマ（アサシン・第二再臨）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,true,1,cycle-0005,Ascension-specific official Japanese naming not safely verified
I70-005578,pan_yinhu,Character,570,潘引壺,潘引壺,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,true,1,cycle-0005,Official Japanese character rendering not established
I70-005616,windsong_(reverse:1999),Character,566,北方哨歌,北方哨歌 | スヴィスティ,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,true,1,cycle-0005,Localized Japanese name and alias relationship not safely verified
I70-005620,dokibird_(bounty_hunter),Character,565,Dokibird（バウンティハンター）,Dokibird（バウンティハンター）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,true,1,cycle-0006,Bounded first-party evidence pass did not establish an exact official Japanese identity/form at HIGH confidence
I70-005624,la_manchaland's_don_quixote_(project_moon),Character,565,ラ・マンチャランドのドン・キホーテ,ラ・マンチャランドのドン・キホーテ | ドンチョ,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,true,1,cycle-0006,Bounded first-party evidence pass did not establish an exact official Japanese identity/form at HIGH confidence
I70-005628,captain_spaceboy,Character,564,キャプテン・スペースボーイ,キャプテン・スペースボーイ | スペースボーイ,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,true,1,cycle-0006,Bounded first-party evidence pass did not establish an exact official Japanese identity/form at HIGH confidence
I70-005631,gentilhomme_usher,Character,564,Gentilhomme Usher,Gentilhomme Usher,要確認,character_no_trusted_ja_batch010.csv,,,,,,,true,1,cycle-0006,Bounded first-party evidence pass did not establish an exact official Japanese identity/form at HIGH confidence
I70-005657,vaggie,Character,561,ヴァギー,ヴァギー | Vaggie,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,true,1,cycle-0006,Bounded first-party evidence pass did not establish an exact official Japanese identity/form at HIGH confidence
I70-005670,abigail_williams_(swimsuit_foreigner)_(first_ascension)_(fate),Character,559,アビゲイル・ウィリアムズ（水着・第一再臨）,アビゲイル・ウィリアムズ（水着・第一再臨）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,true,1,cycle-0006,Bounded first-party evidence pass did not establish an exact official Japanese identity/form at HIGH confidence
I70-005679,shyrei_faolan,Character,559,Shyrei Faolan,Shyrei Faolan,要確認,character_no_trusted_ja_batch010.csv,,,,,,,true,1,cycle-0006,Bounded first-party evidence pass did not establish an exact official Japanese identity/form at HIGH confidence
I70-005684,nyon_(randal's_friends),Character,558,Nyon,Nyon,要確認,character_no_trusted_ja_batch010.csv,,,,,,,true,1,cycle-0006,Bounded first-party evidence pass did not establish an exact official Japanese identity/form at HIGH confidence
I70-005687,trinnon_(honkai:_star_rail),Character,558,トリノン,トリノン,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,true,1,cycle-0006,Bounded first-party evidence pass did not establish an exact official Japanese identity/form at HIGH confidence
I70-005711,sakurai_touko,Character,555,桜井桃子,桜井桃子 | 桜井,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,true,1,cycle-0006,Bounded first-party evidence pass did not establish an exact official Japanese identity/form at HIGH confidence
I70-005724,oberon_(first_ascension)_(fate),Character,553,オベロン（第一再臨）,オベロン（第一再臨）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,true,1,cycle-0006,Bounded first-party evidence pass did not establish an exact official Japanese identity/form at HIGH confidence
I70-005729,luuk_herssen_(wuthering_waves),Character,552,リューク・ヘルセン,リューク・ヘルセン,要確認,character_youkakunin_remaining_batch053.csv,,,,,,,true,1,cycle-0006,Bounded first-party evidence pass did not establish an exact official Japanese identity/form at HIGH confidence
I70-005730,marie_antoinette_alter_(fate),Character,552,マリー・アントワネット〔オルタ〕,マリー・アントワネット〔オルタ〕 | 黒いマリー,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,true,1,cycle-0006,Bounded first-party evidence pass did not establish an exact official Japanese identity/form at HIGH confidence
I70-005743,protagonist_2_(housamo),Character,551,主人公2（放サモ）,主人公2（放サモ） | 主2,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,true,1,cycle-0006,Bounded first-party evidence pass did not establish an exact official Japanese identity/form at HIGH confidence
I70-005745,ye_shunguang_(enlightened_state),Character,551,葉瞬光（明心境）,葉瞬光（明心境）,要確認,character_youkakunin_noevidence_batch052.csv,,,,,,,true,1,cycle-0006,Bounded first-party evidence pass did not establish an exact official Japanese identity/form at HIGH confidence
I70-005748,fujimaru_ritsuka_(female)_(brilliant_summer),Character,550,藤丸立香（女性・ブリリアントサマー）,藤丸立香（女性・ブリリアントサマー） | ブリリアントサマー,要確認,character_youkakunin_final_batch055.csv,,,,,,,true,1,cycle-0006,Bounded first-party evidence pass did not establish an exact official Japanese identity/form at HIGH confidence
I70-005756,angel_dust,Character,549,エンジェル・ダスト,エンジェル・ダスト | Angel Dust,,character_accepted_blank_batch057.csv,,,,,,,true,1,cycle-0006,Bounded first-party evidence pass did not establish an exact official Japanese identity/form at HIGH confidence
I70-005770,jingburger,Character,548,Jingburger,Jingburger,要確認,character_no_trusted_ja_batch010.csv,,,,,,,true,1,cycle-0006,Bounded first-party evidence pass did not establish an exact official Japanese identity/form at HIGH confidence
I70-041357,ultraman_tarou_(series),Copyright,107,ウルトラマンタロウ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,true,1,cycle-0006,Bounded first-party evidence pass did not establish an exact official Japanese identity/form at HIGH confidence
I70-041409,plivyou,Copyright,105,プライブユー,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0006,Bounded first-party evidence pass did not establish an exact official Japanese identity/form at HIGH confidence
I70-041417,valis_(sinsekai),Copyright,105,ヴァリス,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0006,Bounded first-party evidence pass did not establish an exact official Japanese identity/form at HIGH confidence
I70-041427,cotton_(game),Copyright,104,コットン,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,true,1,cycle-0006,Single reasonable first-party evidence pass did not establish a safe HIGH-confidence semantic resolution.
I70-041461,baldr_(series),Copyright,103,BALDRシリーズ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,true,1,cycle-0006,Single reasonable first-party evidence pass did not establish a safe HIGH-confidence semantic resolution.
I70-041483,princess_maker_(series),Copyright,103,プリンセスメーカー,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,true,1,cycle-0006,Single reasonable first-party evidence pass did not establish a safe HIGH-confidence semantic resolution.
I70-041542,spyro_(series),Copyright,101,スパイロ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,true,1,cycle-0006,Single reasonable first-party evidence pass did not establish a safe HIGH-confidence semantic resolution.
I70-041559,ciel_nosurge,Copyright,100,シェルノサージュ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,true,1,cycle-0006,Single reasonable first-party evidence pass did not establish a safe HIGH-confidence semantic resolution.
I70-041582,oso-teki_kinoko_gijinka_zukan,Copyright,100,オソ・テキ・キノコ・ジジンカ・ズカン,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0006,Single reasonable first-party evidence pass did not establish a safe HIGH-confidence semantic resolution.
I70-041650,enbizaka_no_shitateya_(vocaloid),Copyright,98,円尾坂の仕立屋,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,true,1,cycle-0006,Single reasonable first-party evidence pass did not establish a safe HIGH-confidence semantic resolution.
I70-041699,mo_nu_zhi_wen_nai_bai_he_zhi_wei,Copyright,97,魔女之吻乃百合之味,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0006,Single reasonable first-party evidence pass did not establish a safe HIGH-confidence semantic resolution.
I70-041718,choujuu_kishin_dancouga,Copyright,96,超獣機神ダンクーガ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,true,1,cycle-0006,Single reasonable first-party evidence pass did not establish a safe HIGH-confidence semantic resolution.
I70-041723,green_(game),Copyright,96,グリーン（ゲーム）,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0006,Single reasonable first-party evidence pass did not establish a safe HIGH-confidence semantic resolution.
I70-041734,mega_man_legends,Copyright,96,ロックマンDASH,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,true,1,cycle-0006,Single reasonable first-party evidence pass did not establish a safe HIGH-confidence semantic resolution.
I70-041828,evenicle_(series),Copyright,93,イブニクル,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,true,1,cycle-0006,Single reasonable first-party evidence pass did not establish a safe HIGH-confidence semantic resolution.
I70-041878,oshiete_miko_sensei_(series),Copyright,92,おしえて巫女先生,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,copyright_final_internal_external_split_batch064.csv,,,,,,,true,1,cycle-0006,Single reasonable first-party evidence pass did not establish a safe HIGH-confidence semantic resolution.
I70-041919,today's_han_yoil_is_a_woman,Copyright,91,美少女アイドル練習生の俺,,semantic re-curation: genuinely ambiguous/unresolved; manual verification still required,copyright_review_external_batch062.csv,,,,,,,true,1,cycle-0006,Single reasonable first-party evidence pass did not establish a safe HIGH-confidence semantic resolution.
