row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file,seed_shortlist_source,seed_provisional_verdict,seed_proposed_display_ja,seed_proposed_search_ja,seed_evidence_ref,seed_audit_note,reviewed_unresolved,review_count,last_review_cycle,last_review_reason
I70-004183,sunny_(shadow_slave),Character,792,Sunny,Sunny,日本語版・邦訳での確立した表記を追加確認,character_no_trusted_ja_batch010.csv,,,,,,,,,,
I70-004193,sukoya_kana_(1st_costume),Character,790,健屋花那（通常衣装）,健屋花那（通常衣装） | 健屋花那,衣装呼称の公式表記を追加確認,character_review_final_batch061.csv,,,,,,,,,,
I70-004197,heixiu,Character,789,ヘイシュウ,ヘイシュウ | 黑咻,日本語公式表記を追加確認,character_review_final_batch061.csv,,,,,,,,,,
I70-004209,smol_ame,Character,787,スモールアメ,スモールアメ | Smol Ame,ファン形態名の日本語表記を追加確認,character_review_final_batch061.csv,,,,,,,,,,
I70-004214,female_mage_(dungeon_and_fighter),Character,785,女メイジ,女メイジ | 女法,日本語公式職名を追加確認,character_review_final_batch061.csv,,,,,,,,,,
I70-004218,jeanne_d'arc_(swimsuit_archer)_(second_ascension)_(fate),Character,784,ジャンヌ・ダルク（水着アーチャー・第二再臨）,ジャンヌ・ダルク（水着アーチャー・第二再臨） | ジャンヌ・ダルク（水着）,再臨別表記を追加確認,character_review_final_batch061.csv,,,,,,,,,,
I70-004235,noelle_holiday_(dark_world),Character,780,ノエル（ダークワールド）,ノエル（ダークワールド） | ノエル,形態区分の日本語表記を追加確認,character_review_final_batch061.csv,,,,,,,,,,
I70-004240,medusa_(casual_wear)_(fate),Character,778,メドゥーサ（私服）,メドゥーサ（私服） | メドゥーサ,衣装名の公式日本語表記を追加確認,character_review_final_batch061.csv,,,,,,,,,,
I70-004241,minamoto_no_raikou_(first_ascension)_(fate),Character,778,源頼光（第一再臨）,源頼光（第一再臨） | 源頼光,再臨別表記を追加確認,character_review_final_batch061.csv,,,,,,,,,,
I70-004251,fuwa_minato,Character,776,不破湊,不破湊,既存候補がファンタグのみのため表記を追加確認,character_review_final_batch061.csv,,,,,,,,,,
I70-004252,hat_kid,Character,776,ハットキッド,ハットキッド | 帽子の子供,日本語公式表記を追加確認,character_review_final_batch061.csv,,,,,,,,,,
I70-004257,katarina_(league),Character,775,カタリナ,カタリナ | カタリナ・デュ・クートー,日本語公式表記を追加確認,character_review_final_batch061.csv,,,,,,,,,,
I70-039183,hourou_musuko,Copyright,239,放浪息子,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039191,nissin,Copyright,239,日清食品,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039195,11eyes,Copyright,238,11歳,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039198,bird/binary,Copyright,238,异鸟代码,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039207,world_masterpiece_theater,Copyright,238,世界名作劇場,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039220,japan_railways,Copyright,236,JR貨物,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039260,saishuu_chikan_densha,Copyright,232,最終痴漢電車,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039262,tetsuwan_birdy_decode,Copyright,232,鉄腕バーディー,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-039270,predator_(1987),Copyright,231,プレデター,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,,,,,,,,,,
I70-039273,yuuwaku_2_tsume_ato,Copyright,231,誘惑第二章爪痕,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039283,tekken_6,Copyright,230,鉄拳6,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
I70-039284,xianjian_qixia_zhuan,Copyright,230,仙劍奇俠傳,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,,,,,,,,,,
