row_id,canonical_tag,category,category_name,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top3
I70-026751,qu:_pavo_(pgr),4,Character,,,,,,,"[""punishing:_gray_raven"",""the_scream""]"
I70-026752,queen_chrysalis,4,Character,chrysalis_(my_little_pony),chrysalis (my little pony),,,クイーンクリサリス,,"[""my_little_pony"",""my_little_pony:_friendship_is_magic"",""my_little_pony:_equestria_girls""]"
I70-026753,reborn_(reborn),4,Character,,,,,リボーン(キャラクター),,[]
I70-026754,rival_teto_(project_voltage),4,Character,,,,,ポケミクテト,,"[""pokemon"",""project_voltage"",""utau""]"
I70-026755,ronomiya_hinagiku,4,Character,,,,,狼ノ宮ヒナギク,,"[""kemomimi_refle!"",""indie_virtual_youtuber""]"
I70-026756,roro_(roshi_to),4,Character,,,,,,,"[""original""]"
I70-026757,rouge_the_bat_(business_tycoon),4,Character,,,,,,,"[""sonic_(series)"",""the_murder_of_sonic_the_hedgehog"",""sonic_frontiers""]"
I70-026758,rufus_albarea,4,Character,,,,,,,"[""eiyuu_densetsu"",""kuro_no_kiseki_(series)"",""hajimari_no_kiseki""]"
I70-026759,ruijerd_superdia,4,Character,,,,,ルイジェルド・スペルディア,,"[""mushoku_tensei"",""disney"",""disneyland""]"
I70-026760,ruka_(cookie),4,Character,,,,,RK姉貴,,"[""cookie_(touhou)"",""touhou"",""manatsu_no_yo_no_inmu""]"
I70-026761,rune_master_2_(sekaiju),4,Character,,,,,ルン子,,"[""sekaiju_no_meikyuu"",""sekaiju_no_meikyuu_4"",""final_fantasy""]"
I70-026762,saber_(fire_emblem),4,Character,savor,savor,,,セーバー(FE外伝),,"[""fire_emblem"",""fire_emblem_echoes:_shadows_of_valentia"",""fire_emblem_heroes""]"
I70-026763,sadina_(tate_no_yuusha_no_nariagari),4,Character,,,,,サディナ,,"[""tate_no_yuusha_no_nariagari"",""kantai_collection"",""pokemon""]"
I70-026764,sanada_tatsuki,4,Character,,,,,サナダ・トツキ,,"[""innocent_red"",""original"",""jojo_no_kimyou_na_bouken""]"
I70-026765,sangonomiya_kokomi_(sushiro),4,Character,,,,,珊瑚宫心海(寿司郎联动),,"[""genshin_impact"",""sushiro"",""gigo""]"
I70-026766,satake_mei,4,Character,,,,,佐岳メイ,,"[""umamusume"",""umamusume:_cinderella_gray"",""cygames""]"
I70-026767,sayuri_(k_pring),4,Character,,,,,Sayuri（K Pring）,,"[""original"",""blue_archive"",""comiket_101""]"
I70-026768,sengoku_(one_piece),4,Character,,,,,センゴク(ONEPIECE),,"[""one_piece"",""one_piece_card_game"",""one_piece_film:_z""]"
I70-026769,senomiya_misaki,4,Character,,,,,瀬乃宮みさ希,,"[""robotics;notes"",""science_adventure"",""robotics;notes_dash""]"
I70-026770,seto_rika,4,Character,,,,,瀬戸リカ,,"[""d4dj"",""naruto_(classic)"",""naruto_(series)""]"
I70-026771,shenhua,4,Character,,,,,シェンホア,,"[""black_lagoon"",""darkstalkers"",""avatar:_the_last_airbender""]"
I70-026772,shiina_hiyori,4,Character,,,,,椎名ひより,,"[""youkoso_jitsuryoku_shijou_shugi_no_kyoushitsu_e"",""otonari_no_tenshi-sama_ni_itsu_no_mani_ka_dame_ningen_ni_sarete_ita_ken"",""sakura-sou_no_pet_na_kanojo""]"
I70-026773,shiisaa_lefty,4,Character,,,,,シーサー・レフティ,,"[""kemono_friends"",""kemono_friends_3"",""keroro_gunsou""]"
I70-026774,shimizu_eliza,4,Character,,,,,清水イライザ,,"[""bocchi_the_rock!"",""comiket_103"",""instagram""]"
I70-026775,shimon_(shimotsuma),4,Character,,,,,シモンちゃん,,"[""2channel"",""shizuku_(game)"",""tengen_toppa_gurren_lagann""]"
I70-026776,shinegreymon,4,Character,,,,,シャイングレイモン,,"[""digimon"",""digimon_savers"",""digimon_card_game""]"
I70-026777,shirasu_(mashiro_(rikuya)),4,Character,,,,,しらすあーと,,"[""indie_virtual_youtuber"",""apex_legends"",""neo-porte""]"
I70-026778,shiratori_suzune,4,Character,suzune_shiratori,suzune shiratori,,,Shiratori Suzune,,"[""pani_poni_dash!"",""azumanga_daioh"",""ninin_ga_shinobuden""]"
I70-026779,shoemon,4,Character,,,,,シューモン,,"[""digimon"",""digimon_liberator"",""digimon_card_game""]"
I70-026780,simeon_saint,4,Character,"sarushiro_souta,simon_keyes",sarushiro souta | simon keyes,,,猿代草太,,"[""ace_attorney"",""ace_attorney_investigations"",""ace_attorney_investigations_2:_prosecutor's_gambit""]"
I70-026781,sistermon_ciel,4,Character,,,,,シスタモンシエル,,"[""digimon"",""digimon_card_game"",""digimon_story:_time_stranger""]"
I70-026782,skadi_the_corrupting_heart_(red_countess)_(arknights),4,Character,,,,,,,"[""arknights"",""ambience_synesthesia"",""blank_room_soup""]"
I70-026783,sotoka_rakita,4,Character,,,,,ソトカラキター,,"[""hitoribocchi_no_marumaru_seikatsu"",""bocchi_the_rock!"",""final_fantasy""]"
I70-026784,souma_hayate,4,Character,,,,,相馬颯,,"[""dolphin_wave"",""marvelous"",""sofmap""]"
I70-026785,striated_caracara_(kemono_friends),4,Character,,,,,フォークランドカラカラ(けものフレンズ),,"[""kemono_friends"",""kemono_friends_3"",""original""]"
I70-026786,sugiru_(napoli_no_otokotachi),4,Character,,,,,すぎる,,"[""napoli_no_otokotachi"",""mother_(series)"",""mother_2""]"
I70-026787,sumeragi_sakuya,4,Character,,,,,皇サクヤ,,"[""code_geass"",""code_geass:_dakkan_no_roze"",""code_geass:_lost_stories""]"
I70-026788,suna_rintarou,4,Character,,,,,角名倫太郎,,"[""haikyuu!!"",""original"",""pokemon""]"
I70-026789,suntory_nomu,4,Character,,,,,燦鳥ノム,,"[""suntory"",""aoi_ch."",""hololive""]"
I70-026790,super_bunyan_(fate),4,Character,,,,,スーパーバニヤン,,"[""fate/grand_order"",""fate_(series)"",""learning_with_manga!_fgo""]"
I70-026791,supergirl_(2004_costume),4,Character,,,,,,,"[""dc_comics"",""superman_(series)"",""kantai_collection""]"
I70-026792,takanashi_misha,4,Character,,,,,高梨ミーシャ,,"[""uchi_no_maid_ga_uzasugiru!"",""girls_und_panzer"",""megami_magazine""]"
I70-026793,taketomi_aya,4,Character,,,,,竹富亜矢,,"[""cinderella_series"",""hachigatsu_no_cinderella_nine"",""hokkaido_nippon-ham_fighters""]"
I70-026794,tenjouin_katsura,4,Character,,,,,天上院桂,,"[""yat_anshin_uchuu_ryokou"",""fushigi_no_umi_no_nadia"",""nhk_(broadcaster)""]"
I70-026795,the_pallid_whale,4,Character,,,,,,,"[""limbus_company"",""project_moon"",""lobotomy_corporation""]"
I70-026796,tifa_lockhart_(passion_mermaid),4,Character,,,,,パッションマーメイド,,"[""final_fantasy"",""final_fantasy_vii"",""final_fantasy_vii:_ever_crisis""]"
I70-026797,tiona_(rumie),4,Character,,,,,,,[]
I70-026798,tirpitz_(snow-melting_summer)_(azur_lane),4,Character,,,,,氷溶ける夏,,"[""azur_lane"",""arknights"",""blue_archive""]"
I70-026799,toramimi-senpai,4,Character,,,,,とらみみ先輩,,"[""original"",""pokemon""]"
I70-026800,tsukino_mito_(moon!!),4,Character,tsukino_mito_(13th_costume),tsukino mito (13th costume),,,,,"[""nijisanji"",""wixoss"",""mito_and_kaede""]"
