cycle_id,lane,manifest_progress_sha256,row_id,canonical_tag,category,post_count,display_ja,search_ja,prior_audit_verdict,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
cycle-0004,2,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004447,ashveil_(honkai:_star_rail),Character,737,不死途,不死途 | Ashveil,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME_VERIFIED,HIGH,https://prtimes.jp/main/html/rd/p/000000398.000096124.html,HoYoverse/COGNOSPHERE release confirms official Japanese character name 不死途; existing display is correct,PROPOSED
cycle-0004,2,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004485,pombon,Character,730,ポムケン,ポムケン,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME_VERIFIED,HIGH,https://game.watch.impress.co.jp/docs/news/2089418.html,Pokemon announcement coverage reproducing official reveal confirms Japanese name ポムケン,PROPOSED
cycle-0004,2,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-004501,jade_(honkai:_star_rail),Character,727,ジェイド,ジェイド,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_NAME_VERIFIED,HIGH,https://www.gamer.ne.jp/news/202404240035/,HoYoverse announcement confirms official Japanese character name ジェイド,PROPOSED
cycle-0004,2,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-056230,yumenouchi_chiharu,Artist,189,夢ノ内千春,,NEEDS_EXTERNAL_CHECK,KEEP,,,OFFICIAL_CREDIT_VERIFIED,HIGH,https://team-ec.jp/product/16826/DREAMING-yumenouchi-artworks,Publisher/store credit explicitly identifies illustrator 夢ノ内千春; existing display is correct,PROPOSED
cycle-0004,2,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-039385,tetsuwan_birdy,Copyright,221,鉄腕バーディー,,NEEDS_EXTERNAL_CHECK,KEEP,,,FORMAL_TITLE_VERIFIED,HIGH,https://ebookstore.sony.jp/title/11152351/id/LT000222183003239709/,Published comic listing confirms title 鉄腕バーディー,PROPOSED
cycle-0004,2,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-039397,huniepop,Copyright,220,ハニーポップ,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,HuniePop,,FORMAL_TITLE_CORRECTION,HIGH,https://www.gog.com/en/game/huniepop,Publisher/store listing uses formal title HuniePop; current Japanese phonetic rendering is not the official title,PROPOSED
cycle-0004,2,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-039401,shinsougumi,Copyright,220,深層組,,NEEDS_EXTERNAL_CHECK,KEEP,,,IDENTITY_TITLE_VERIFIED,HIGH,https://prtimes.jp/main/html/rd/p/000001063.000056982.html,Dwango release identifies the VTuber group as 深層組; fictional/VTuber scope remains in scope and current display is correct,PROPOSED
cycle-0004,2,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-039404,devilman_crybaby,Copyright,219,恶魔人,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,DEVILMAN crybaby,,FORMAL_TITLE_CORRECTION,HIGH,https://www.netflix.com/jp/title/80174974,Netflix official Japanese service confirms formal title DEVILMAN crybaby; current Chinese generic title is incorrect,PROPOSED
cycle-0004,2,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-039407,idolmaster_side-m_live_on_stage!,Copyright,219,Idolmaster Side-M Live on Stage！,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,アイドルマスター SideM LIVE ON ST@GE！,,FORMAL_TITLE_CORRECTION,HIGH,https://gamebiz.jp/news/190478,Bandai Namco release identifies formal Japanese product title アイドルマスター SideM LIVE ON ST@GE！,PROPOSED
cycle-0004,2,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-039458,indivisible,Copyright,214,不可分,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,Indivisible,,FORMAL_TITLE_CORRECTION,HIGH,https://www.xbox.com/en-US/games/store/indivisible/9NBFQMP69N1S,Xbox official listing confirms title Indivisible; current display is a literal translation rather than product title,PROPOSED
cycle-0004,2,4cfe1484ad30a2a40353a3410dee4a02e2055c97f2e95520a1dbe0555019d48a,I70-039473,rail_wars!,Copyright,213,鉄道戦争！,,NEEDS_EXTERNAL_CHECK,FIX_DISPLAY,RAIL WARS!,,FORMAL_TITLE_CORRECTION,HIGH,https://rail-wars.com/,Official site confirms formal title RAIL WARS!; current display is a literal Japanese translation,PROPOSED
