identity_key,candidate_cluster,candidate_state,human_intent,review_note
italian_senate_porn_livestream_(meme),GENERAL_ONLY|(none)|ADULT_ROLE_DEVICE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
sex_ed,GENERAL_ONLY|(none)|EXPLICIT_SEX,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
iron_blood_(emblem),GENERAL_ONLY|(none)|INJURY,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
nightmare_blood_(idolmaster),GENERAL_ONLY|(none)|INJURY,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
tears_of_the_tarnished_blood_(e.g.o),GENERAL_ONLY|(none)|INJURY,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
buying_condoms,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|ADULT_ROLE_DEVICE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
face_in_crotch,GENERAL_ONLY|ACTION_CONTACT/INTERACTION|ANATOMY,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
holding_condom,GENERAL_ONLY|ACTION_CONTACT/OBJECT_USE|ADULT_ROLE_DEVICE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
bikini_in_mouth,GENERAL_ONLY|ACTION_CONTACT/OBJECT_USE|SEXUALIZED_CLOTHING,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
pectoral_cleavage,GENERAL_ONLY|BODY_PART|EXPOSURE_INTIMATE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
muscular_uke,GENERAL_ONLY|BODY_PART|RELATIONSHIP_ROLE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
whip_marks,GENERAL_ONLY|BODY_PART|RESTRAINT_FETISH,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
condom_belt,GENERAL_ONLY|CLOTHING/ACCESSORY|ADULT_ROLE_DEVICE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
rope_belt,GENERAL_ONLY|CLOTHING/ACCESSORY|RESTRAINT_FETISH,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
rope_necklace,GENERAL_ONLY|CLOTHING/ACCESSORY|RESTRAINT_FETISH,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
divine_bustier_(dq),GENERAL_ONLY|CLOTHING/COSTUME|ADULT_ROLE_DEVICE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
gravure_swimsuit_(idolmaster),GENERAL_ONLY|CLOTHING/COSTUME|ADULT_ROLE_DEVICE+SEXUALIZED_CLOTHING,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
claw_bra,GENERAL_ONLY|CLOTHING/COSTUME|EXPOSURE_INTIMATE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
sailor_moon_narikiri_bra_set,GENERAL_ONLY|CLOTHING/COSTUME|EXPOSURE_INTIMATE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
armored_collar,GENERAL_ONLY|CLOTHING/COSTUME|RESTRAINT_FETISH,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
fishnet_bodystocking,GENERAL_ONLY|CLOTHING/EVERYDAY|ADULT_ROLE_DEVICE+SEXUALIZED_CLOTHING,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
strap_between_breasts,GENERAL_ONLY|CLOTHING/EVERYDAY|ANATOMY,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
backwards_virgin_killer_sweater,GENERAL_ONLY|CLOTHING/EVERYDAY|RELATIONSHIP_ROLE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
evolved_virgin_killer_sweater,GENERAL_ONLY|CLOTHING/EVERYDAY|RELATIONSHIP_ROLE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
miku_collar_bikini,GENERAL_ONLY|CLOTHING/EVERYDAY|RESTRAINT_FETISH+SEXUALIZED_CLOTHING,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
marine_uniform_(one_piece),GENERAL_ONLY|CLOTHING/UNIFORM|NONE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
bodystocking_only,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|ADULT_ROLE_DEVICE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
torn_bodystocking,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|ADULT_ROLE_DEVICE,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
see-through_bodystocking,GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|ADULT_ROLE_DEVICE+SEXUALIZED_CLOTHING,FULL_REVIEW_REMAINING_SMALL_CLUSTERS_V103_BATCH1,,
