row_id,canonical_tag,category,post_count,display_ja,search_ja,translation_note,primary_source_file,seed_shortlist_source,seed_provisional_verdict,seed_proposed_display_ja,seed_proposed_search_ja,seed_evidence_ref,seed_audit_note,reviewed_unresolved,review_count,last_review_cycle,last_review_reason
I70-038052,chuugoku_yome_nikki,Copyright,441,中国嫁日記,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,KEEP,,,https://store.kadokawa.co.jp/shop/series/series00088301,KADOKAWA official store uses 中国嫁日記 as the series title; current display is exact.,,,,
I70-038180,me!me!me!,Copyright,407,私！私！私！,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,FIX_DISPLAY,ME!ME!ME!,,https://www.youtube.com/watch?v=pkONNzVAuKc,Official Japan Anima(tor) Expo trailer identifies episode 3 as ME!ME!ME!; replace literal Japanese translation.,,,,
I70-038226,double_dealing_character,Copyright,395,東方輝針城,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,FIX_BOTH,東方輝針城 〜 Double Dealing Character.,東方輝針城,https://store.steampowered.com/app/1043240/Touhou_Kishinjou__Double_Dealing_Character/?l=japanese,Official distribution identifies developer 上海アリス幻樂団 and full title 東方輝針城 〜 Double Dealing Character.; retain short Japanese title for search.,,,,
I70-038276,antinomy_of_common_flowers,Copyright,381,憑依華,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,FIX_BOTH,東方憑依華 ～ Antinomy of Common Flowers.,東方憑依華 | 憑依華,https://store.steampowered.com/app/716710?l=japanese,Official distribution identifies 黄昏フロンティア and the full Japanese title; retain common short forms for search.,,,,
I70-038475,inabakumori,Copyright,339,稲葉曇,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,KEEP,,,https://www.youtube.com/watch?v=g6sYNwl1EWg,Inabakumori Official Artist Channel self-identifies as 稲葉曇 and credits music as 稲葉曇; current display is exact.,,,,
I70-038491,hello_charlotte,Copyright,337,你好夏洛特,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,FIX_DISPLAY,Hello Charlotte,,https://store.steampowered.com/app/760890?l=japanese,Developer etherane official distribution identifies Hello Charlotte as the series identity; replace unsupported Chinese localized display.,,,,
I70-038497,kagetsu_tooya,Copyright,336,歌月十夜,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,KEEP,,,https://www.typemoon.com/support/bbs.php?bbsname=support&mode=past&pno=3,TYPE-MOON official support archive explicitly identifies the former circle work 歌月十夜; current display is exact.,,,,
I70-038594,sengoku_taisen,Copyright,322,戦国大戦,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,KEEP,,,https://www.sega.jp/arcade/detail/sengoku-taisen-1477-1615/,SEGA official product page repeatedly uses 戦国大戦 as the base property identity; existing display is exact.,,,,
I70-038620,shiritsu_justice_gakuen,Copyright,315,私立ジャスティス学園,,established/common Japanese title or official rendering,copyright_final_internal_external_split_batch064.csv,BATCH080_VERIFIED_SHORTLIST_B.csv,KEEP,,,https://www.capcom.co.jp/arcade/news/operator/20140930.html,Capcom official arcade archive uses 私立ジャスティス学園; existing display is exact.,,,,
I70-038629,hopeless_masquerade,Copyright,313,東方心綺楼,,Japanese rendering requires manual verification or source evidence is insufficient,copyright_review_external_batch062.csv,BATCH080_VERIFIED_SHORTLIST_C.csv,KEEP,,,https://tasofro.net/product.html,Twilight Frontier official product archive lists 東方心綺楼; current display is exact.,,,,
